namaste_code,name
F-69.2,Istisqā’ Ṭablī
F-69.3,Istisqā’ Ziqqī
F-70,Yarqān Aṣfar
F-71,Yarqān Aswad
F-72,Sū’ Mizāj-i-Ṭiḥāl
F-73,Waram wa Ṣalāba al-Ṭiḥāl
F-74,‘Iẓam al-Ṭiḥāl
F-75,Taqayyuḥ al-Ṭiḥāl
F-76,Nafkh wa Riyāḥ al-Ṭiḥāl
F-77,Ḍu‘f al-Ṭiḥāl
F-78,Sudad al-Ṭiḥāl
F-79,Ḥaṣā al-Ṭiḥāl
F-80,Waja‘ al-Ṭiḥāl
F-81,Amrāḍ ‘Unuq al-Ṭiḥāl
F-82,Zalq al-Am‘ā’
F-83,Ishāl
F-83.1,Ishāl Ghidhā’ī
F-83.2,Ishāl Hawā’ī/ Ishāl Wabā’ī
F-83.3,Ishāl al-Midda
F-83.4,Ishāl al-Dam
F-83.5,Ishāl Dimāghī
F-83.6,Ishāl Kabidī Kaylūsī
F-83.7,Ishāl Kabidī Ghusālī
F-83.8,Ishāl Kabidī Ṣafrāwī
F-83.9,Ishāl Kabidī Ṣadīdī
F-83.10,Ishāl Kabidī Khāthirī-o-Durdī
F-83.11,Ishāl Marārī
F-83.12,Ishāl Ṭiḥālī
F-83.13,Ishāl Mi‘wī Ruṭūbī
F-83.14,Ishāl Mi‘wī Buthūrī
F-83.15,Ishāl Mi‘wī Ṣafrāwī
F-83.16,Ishāl Mi‘wī Sawdāwī
F-83.17,Ishāl al-Aṭfāl
F-83.18,Ishāl Mi‘dī
F-83.19,Ishāl Saḥjī Damawī
F-83.20,Ishāl Saḥjī Mukhāṭī
F-83.21,Ishāl Saḥjī Qushārī-o-Khurāṭī
F-83.22,Ishāl Saḥjī Middī-o-Ṣadīdī
F-83.23,Ishāl Saḥjī Zubdī
F-83.24,Ishāl Saḥjī Mirrī
F-84,Ḍu‘f al-Am‘ā’
F-85,Dharab-o-Khilfa
F-86,Saḥj wa Qurūḥ al-Am‘ā’
F-87,Dhūsanṭāriya Kabidiyya
F-88,Dhūsanṭāriya Mi‘wiyya
F-89,Zaḥīr
F-89.1,Zaḥīr Waramī
F-89.2,Zaḥīr Wabā’ī
F-89.3,Zaḥīr Īdhā’ī
F-89.4,Zaḥīr al-Aṭfāl
F-90,Maghṣ
F-90.1,Maghṣ al-Aṭfāl
F-91,Nafkh-o-Qarāqir
F-92,Qūlanj
F-92.1,Qūlanj Waramī
F-92.2,Qūlanj Rīḥī
F-92.3,Qūlanj Iltiwā’ī
F-92.4,Qūlanj Fatqī
F-92.5,Qūlanj Dūdī
F-92.6,Qūlanj Thuflī
F-92.7,Qūlanj Balghamī
F-92.8,Qūlanj Tashannujī
F-92.9,Qūlanj Raṣāṣī
F-92.10,Qūlanj Zā’idī
F-92.11,Qūlanj Kabidī
F-92.12,Qūlanj Marārī
F-92.13,Qūlanj Kulwī
F-92.14,Qūlanj Mi‘dī
F-92.15,Qūlanj Nuḥāsī
F-92.16,Qūlanj Murakkab/Khunāq Mi‘wī
F-92.17,Qūlanj Wabā’ī
F-92.18,Qūlanj ‘Arḍī
F-93,Īlā’ūs
F-94,Qabḍ/I‘tiqāl al-Baṭn/Ḥuṣr/Iḥtibās al-Baṭn/ Iḥtibās al-Ṭabī‘a/I‘tiqāl al-Ṭabī‘a/Imsāk al-Baṭn
F-94.1,Ḥuṣr Mu‘tād/Ḥuṣr Dā’imī
F-94.2,Ḥuṣr ‘Arḍī
F-95,Dīdān al-Am‘ā’
F-96,Bawāsīr
F-97,Rīḥ al-Bawāsīr
F-98,Qishr al-Bawāsīr
F-99,Nawāṣīr Ghayr Nāfidha
F-100,Nawāṣīr Nāfidha
F-101,Waram al-Maq‘ad
F-102,Shuqāq al-Maq‘ad
F-103,Istirkhā’ al-Maq‘ad
F-104,Khurūj al-Maq‘ad/ Khurūj al-Mabraz
F-105,Ḥikka al-Maq‘ad
F-106,Qurūḥ al-Maq‘ad
F-107,Maq‘ad Ghayr Mathqūb
F-108,Fūhāt ‘Urūq al-Maq‘ad
G,Amrāḍ-i-Niẓām-i-Bawl
G-1,Huzāl al-Kulya/ Ḍumūr al-Kulya
G-2,Dhayābīṭus/ Dūlābiya/ Mu‘aṭṭisha/ Dawwāriyya/ Parkāriyya
G-3,Ḍu‘f al-Kulya
G-4,Ḥaṣā wa Raml al-Kulya
G-5,Ḥaṣā al-Mathāna
G-6,Waram al-Mathāna
G-7,Rīḥ al-Kulya
G-8,Waja‘ al-Kulya
G-9,Sudad al-Kulya
G-10,Waram al-Kulya
G-10.1,Waram al-Kulya Ḥārr
G-10.2,Waram al-Kulya Bārid Balghamī
G-10.3,Waram al-Kulya Ṣulb
G-11,Dubayla al-Kulya
G-12,Qurūḥ al-Kulya
G-13,Jarab al-Kulya
G-14,Waram al-Mathāna Ṣulb
G-15,Dubayla al-Mathāna
G-16,Ḍu‘f al-Mathāna
G-17,Qurūḥ al-Mathāna
G-18,Jarab al-Mathāna
G-19,Injimād al-Dam fi’l Mathāna
G-20,Istirkhā’ al-Mathāna
G-21,Khal‘ al-Mathāna
G-22,Waja‘ al-Mathāna
G-23,Rīḥ al-Mathāna
G-24,Ḥurqa al-Bawl
G-25,Sozāk/Sayalān Zuhrī/Ḥurqa/ Al-Nakāl/ ‘Uqūba
G-26,Ḥurqa Muzmina/ Zanaqa
G-27,Ḥurqa al-Nisā’
G-28,Iḥtibās al-Bawl
G-29,‘Usr al-Bawl
G-30,Taqṭīr al-Bawl
G-31,Salas al-Bawl
G-32,Bawl fi’l Farāsh
G-33,Kathra al-Bawl
G-34,Qilla al-Bawl
G-35,Bawl al-Dam
H,Amrāḍ-i-Tānāsul
H-1,Ḍu‘f al-Bāh
H-2,Istirkhā’ al-Qaḍīb
H-3,Sur‘a al-Inzāl
H-4,Kathra al-Shahwa
H-5,Jarayān
H-6,Kathra al-Iḥtilām
H-7,Farīsmūs/Farmisyūs/Ifrāṭ al-Nu‘ūẓ
H-8,‘Āqūnā/Ikhtilāj Tanāsulī
H-9,‘Adhyūṭ/‘Adhīṭa
H-10,Waram al-Khuṣyatayn/ Waram al-Unthayayn
H-11,Waja‘ al-Khuṣya wa’l Qaḍīb
H-12,Waram al-Qaḍīb
H-13,Shuqāq al-Qaḍīb
H-14,Qurūḥ al-Khuṣya wa’l Qaḍīb
H-15,Ḥikka al-Qaḍīb
H-16,Sudda Majārī al-Qaḍīb
H-17,I‘wijāj al-Qaḍīb
H-18,‘Iẓam al- Khuṣyatayn
H-19,Ṣighar al-Khuṣyatayn
H-20,Istirkhā’ al-Ṣafan
H-21,Dawālī al-Ṣafan
H-22,Ṣalāba al-Ṣafan
H-23,Ibridah
H-24,Qarw Damawī
H-25,Ubna
H-26,Band Kushād
H-27,Qīla
H-28,Qīla Mā’iyya
H-29,Irtifā‘ al-Khuṣya
H-30,Taqalluṣ al-Khuṣya
H-31,Tha’ālīl al-Dhakar
H-32,Manī al-Dam
H-33,Qilla al-Manī
I,Amrāḍ-i-Niswān wa Qabālāt
I-1,Sū’-i-Mizāj al-Raḥim
I-2,Sal‘a al-Raḥim
I-3,Taṣaghghur al-Raḥim
I-4,‘Iẓam al-Raḥim
I-5,Tashaḥḥum al-Raḥim
I-6,Istisqā’ al-Raḥim
I-7,Insidād Fam al-Raḥim
I-8,Inghilāq al-Raḥim
I-9,Natn al-Raḥim
I-10,Inzilāq al-Raḥim
I-11,Isqāṭ
I-11.1,Isqāṭ ‘Ādī
I-12,Iltihāb Khuṣya al-Raḥim
I-13,Waja‘ Khuṣya al-Raḥim
I-14,Khurūj Khuṣya al-Raḥim
I-15,Istisqā’ Khuṣya al-Raḥim
I-16,Sal‘a Khuṣya al-Raḥim
I-17,Ghishā’ Khuṣya al-Raḥim Kādhib
I-18,Taṣaghghur Khuṣya al-Raḥim
I-19,Iltihāb al-Qādhif
I-20,Ta’akkul al-Qādhif
I-21,Sal‘a al-Qādhif
I-22,Insidād al-Qādhif
I-23,Inshiqāq al-Qādhif
I-24,Qay’ al-Ḥaml
I-25,Yaraqān al-Ḥaml
I-26,Namla al-Ḥaml
I-27,Kathra al-Nafās
I-28,Wus‘a Fam al-Raḥim
I-29,Rajā’
I-30,‘Usr al-Wilāda/‘Usr al-Ḥaml
I-31,Iḥtibās al-Mashīma
I-32,Iḥtibās al-Nafās
I-33,‘Uqr
I-34,Qilla al-Laban
I-35,Kathra al-Laban/Taghzīr al-Laban
I-36,Tajabbun al-Laban
I-37,Waram al-Thadī
I-38,Dubayla wa Qarḥa al-Thadyayn
I-39,‘Iẓam wa Suqūṭ al-Thadyayn
I-40,Taṣaghghur al-Thadyayn
I-41,Tamaddud al-Thadyayn
I-42,Iḥtibās al-Tamth
I-43,Qurūḥ al-Raḥim
I-44,Ḥikka al-Raḥim/ Farīsmūs al-Nisā’
I-45,Shuqāq al-Raḥim
I-46,Inqilāb al-Raḥim/ Nutū’ al-Raḥim
I-47,Ratq
I-48,Bawāsīr al-Raḥim
I-49,Kathrat-i-Ḥayḍ/ Istiḥāḍa
I-50,Sayalān al-Raḥim
I-51,Nāṣūr al-Raḥim
I-52,Saraṭān al-Raḥim
I-53,Ikhtināq al-Raḥim
I-54,Nafkh al-Raḥim
I-55,Buthūr al-Raḥim
I-56,Ātshak/ Ābla Farang/ Ḍarma/ Sā‘ūr/ Al-Afranjī/ Bād Farang/ Al-Khajīl/ Qarḥa Ṣulba/Koft
I-56.1,Wabāl Warāthī /Khilqī Ātshak / Al-Afranjī al-Warāthī / Mawrūthī Ātshak
I-56.2,Ātshak Majāzī
I-57,Waram al-Raḥim
I-58,‘Usr al-Tamth
I-59,Qillat-i-Tamth
J,Amrāḍ-i-Jild wa Taz’īniyāt
J-1,Baraṣ
J-1.1,Baraṣ Aswad
J-2,Bahaq Abyaḍ/ Waḍaḥ
J-3,Bahaq Aswad
J-4,Kalaf
J-5,Barash
J-6,Namash
J-7,Khīlān
J-8,Khuḍra wa Sawād
J-9,Washm
J-10,Āthār al-Qurūḥ
J-11,Āthār al-Judarī
J-12,Bādushnām
J-13,Fasād al-Lawn
J-14,Taqashshur al-Jild
J-15,Ḥazāz-o-Ibriyya/ Bafā/ Hubayrā/ Qishr al-Ra’s/ Ḥibriyya
J-16,Dā’ al-Tha‘lab
J-17,Dā’ al-Ḥayya
J-18,Intithār al-Sha‘r
J-19,‘Illa al-Nu‘āma
J-20,Ṣala‘
J-21,Shayb
J-22,Taṭwīl al-Sha‘r
J-23,Inbāt al-Sha‘r
J-24,Ḥalq al-Sha‘r
J-25,Taj‘īd al-Sha‘r
J-26,Tarqīq al-Sha‘r
J-27,Tasbīṭ al-Sha‘r
J-28,Tashaqquq al-Sha‘r
J-29,Namūsa
J-30,Qummal-o-Ṣi’bān
J-31,Qamqām
J-32,Ẓufra Ṭalqiyya
J-33,Baraṣ al-Aẓfār
J-34,Namash al-Aẓfār
J-35,Judhām al-Aẓfār
J-36,Tashaquq al-Aẓfār
J-37,Ta‘uqquf al-Aẓfār
J-38,Taqallu‘ al-Aẓfār
J-39,Taqaṣṣu‘ al-Aẓfār
J-40,Mawt al-Dam
J-41,Ṣufra al-Aẓfār
J-42,Raḍḍ al-Aẓfār
J-43,Kathra al-‘Araq
J-44,‘Araq Muntin
J-45,‘Araq al-Dam
J-46,Shuqūq al-Aṭrāf wa’l Wajh
J-47,Taqarruḥ al-Shidqayn
J-48,Sa‘af
J-49,Taqashshuf al-Jild
J-50,Taqashshur al-Qadamayn
J-51,Qushūr al-Jabha
J-52,Sharā
J-52.1,Banāt al-Layl
J-53,Ḥaṣaf/ Buthūr Shawkiyya
J-54,Qūbā
J-54.1,Qūbā Ḥadīth
J-54.2,Qūbā Radī
J-54.3,Qūbā Mutaqashshir
J-54.4,Qūbā Sā‘ī
J-54.5,Qūbā Wāqif
J-55,Dākhis
J-56,Jarab
J-57,Ḥikka
J-57.1,Ḥikka al-Mashāyikh
J-58,Sa‘fa
J-58.1,Sa‘fa Raṭba/Shīrīnaj
J-58.2,Sa‘fa Yābisa/ Sūrajī
J-58.3,Sa‘fa Shahdiyya
J-58.4,Ru’ūs al-Ibra
J-58.5,‘Ujar
J-58.6,Ḥalamī
J-58.7,Sa‘fa Balkhiyya
J-58.8,Sa‘fa Ḥumra
J-59,Ghuḍūn
J-60,‘Athra
J-61,Intifākh al-Aṣābi‘
J-62,Ḥikka al-Aṣābi‘
J-63,Mazaḥ
J-64,Ṣunān
J-65,Natn Jild al-Ra’s
J-66,Khaṣar-o-Taṣqī‘/Fasād al-Aṭrāf bi’l Bard
J-67,Tha’ālīl
J-68,Buthūr Labaniyya/ Ḥabb al-Shabāb/ Buthūr Duhniyya/ Al-Ghudd al-Shā’i‘
K,Ḥummayāt
K-1,Ḥummā
K-1.1,Ḥummā al-Yawm
K-1.1.1,Ḥummā al-Yawm Hammiyya
K-1.1.2,Ḥummā al-Yawm Faz‘iyya
K-1.1.3,Ḥummā al-Yawm Fikriyya
K-1.1.4,Ḥummā al-Yawm Ghaḍabiyya
K-1.1.5,Ḥummā al-Yawm Farḥiyya
K-1.1.6,Ḥummā al-Yawm Sahriyya
K-1.1.7,Ḥummā al-Yawm Ta‘biyya
K-1.1.8,Ḥummā al-Yawm Ishāliyya
K-1.1.9,Ḥummā al-Yawm Waja‘iyya
K-1.1.10,Ḥummā al-Yawm Ghashiyya
K-1.1.11,Ḥummā al-Yawm ‘Aṭashiyya
K-1.1.12,Ḥummā al-Yawm Jū‘iyya
K-1.1.13,Ḥummā al-Yawm Suddiyya
K-1.1.14,Ḥummā al-Yawm Tukhmiyya
K-1.1.15,Ḥummā al-Yawm Waramiyya
K-1.1.16,Ḥummā al-Yawm Shamsiyya
K-1.1.17,Ḥummā al-Yawm Istiḥṣāfiyya
K-1.1.18,Ḥummā al-Yawm Sharābiyya
K-1.1.19,Ḥummā al-Yawm Ghidhā’iyya
K-1.1.20,Ḥummā al-Yawm Dawā’iyya
K-1.1.21,Ḥummā al-Yawm Qashfiyya
K-1.1.22,Ḥummā al-Yawm Nazliyya-o-Zukāmiyya
K-1.1.23,Ḥummā al-Yawm Zaḥīriyya
K-1.1.24,Ḥummā al-Yawm Ḥarriyya
K-1.1.25,Ḥummā al-Yawm Nawmiyya/ Ḥummā al-Yawm Rāḥiyya
K-1.1.26,Ḥummā al-Yawm Jurḥiyya
K-1.1.27,Ḥummā al-Yawm Imtilā’iyya
K-1.1.28,Ḥummā al-Yawm Istifrāghiyya
K-1.2,Ḥummā Diqqiyya
K-1.3,Ḥummā ‘Ufūniyya
K-2,‘Ufūnat
K-3,Ḥummā Dā’ima/ Ḥummā Lāzima
K-4,Ḥummā Dā’ira/ Ḥummā Nā’iba
K-5,Ḥummā al-Ghibb/ Ṭraṭā’ūs
K-5.1,Ḥummā al-Ghibb Dā’ira
K-5.2,Ḥummā al-Ghibb Lāzima
K-5.3,Ḥummā al-Ghibb Muḥarriqa
K-6,Ḥummā Muwāẓiba/ Astrābūs
K-6.1,Ḥummā Muwāẓiba Muḍā‘ifa
K-6.2,Ḥummā Muwāẓiba Ṣafrāwiyya
K-7,Ḥummā Lathiqa/ Ḥummā Balghamiyya Lāzima
K-8,Ḥummā al-Rib‘/Ṭaṭrā
K-8.1,Ḥummā al-Rib‘ Lāzima
K-9,Ḥummā Mukhtaliṭa
K-10,Ḥummā Afyālūs
K-11,Ḥummā Līfūriya
K-11.1,Ṭayfūdas
K-12,Ḥummā Afyālūs Līfūriya
K-13,Ḥummā Muṭbiqa
K-13.1,Ḥummā Muṭbiqa Ghalayāniyya/ Ḥummā Sūnūkhus
K-13.2,Ḥummā Muṭbiqa‘Ufūniyya
K-14,Ḥummā al-Khims
K-15,Ḥummā al-Suds
K-16,Ḥummā al-Sub‘
K-17,Ḥummā al-Tus‘
K-18,Ḥummā Ghashiyya
K-19,Ḥummā Mi‘wiyya
K-20,Ḥummā Wabā’iyya
K-21,Ḥummā Ṭafḥiyya
K-21.1,Ḥummā Judariyya
K-21.2,Ḥaṣba
K-21.3,Ḥummā Qirmiziyya
K-21.4,Ḥummā Ghāmiya Hadhayāniyya/Ḥummā Ruqṭa/ Ḥummā al-Sufun /Ḥummā Qadhira/Ḥummā al-Sujūn
K-21.5,Ḥumayqa/ Bād Ābla
K-22,Ḥummā Zamharīriyya/ Fardmūriyūs
K-23,Fīmaṭūs/ Dawwāra
K-24,Qatma
K-25,Ḥummā Ajāmiyya
L,Amrāḍ-i-‘Iẓām wa Mafāṣil
L-1,Waja‘ al-Ẓahr
L-2,Waja‘ al-Khāṣira
L-3,Ḥudār
L-4,Waja‘ al-Mafāṣil
L-5,Waja‘ al-Warik
L-6,Waja‘ al-‘Aqib
L-7,Niqris
L-8,‘Irq al-Nasā
L-9,Taḥajjur wa Ṣalāba al-Mafāṣil
L-10,Ḥadaba/ Ḥadaba al-Mu’akhkhar
L-11,Taqaṣṣu‘/Ḥadaba al-Muqaddam
L-12,Iltiwā’
L-13,Riyāḥ al-Afrisa
L-14,Wahn al-‘Iẓām/ Takhalkhul al-‘Iẓām/ Takhaththur al-‘Iẓām
L-15,Kasr
L-15.1,Kasr Basīṭ/ Kasr Sādhij
L-15.2,Kasr Murakkab/ Kasr Makshūf
L-15.3,Kasr Muḍā‘af/ Kasr Mukhtaliṭ
L-15.4,Kasr Kāmil
L-15.5,Kasr Ghayr Kāmil/ Kasr Juz’ī Kāmil
L-15.6,Kasr Ṣad‘ī
L-15.7,Kasr Kharrūbī
L-15.8,Kasr Mufattat
L-15.9,Kasr Shaṭwī
L-15.10,Kasr Thāqib
L-15.11,Kasr Mustaṭīl/ Kasr Mushaṭṭab
L-15.12,Kasr Musta‘raḍ/ Kasr Muta‘addid
L-15.13,Kasr Mu’arrab
L-15.14,Kasr Lawlabī/ Kasr Ḥalazūnī
L-15.15,Kasr Mudgham/ Kasr Munghariz
L-15.16,Kasr Raḥimī
L-15.17,Kasr Khilqī
L-15.18,Kasr Sha‘rī
L-15.19,Kasr Dhātī
L-15.20,Kasr Mafṣilī
L-15.21,Kasr al-Anf
L-15.22,Kasr Fujlī/Kasr Qaṣabī/ Kasr Qathwī
L-15.23,Kasr Hilālī
L-15.24,Kasr Sawīqī/ Kasr Qaḍībī/ Kasr Jawzī/ Kasr Jarīshī
L-16,Khal‘
L-16.1,Khal‘ Ḍarbī
L-16.2,Khal‘ al-Mafāṣil
L-16.3,Khal‘ Khilqī
L-16.4,Khal‘ Maraḍī/ Khal‘ ‘Arḍī
L-16.5,Khal‘ Tāmm/ Khal‘ Kāmil
L-16.6,Khal‘ Ghayr Tāmm/ Khal‘ Ghayr Kāmil/ Khal‘ Ghayr Mukammal
L-16.7,Khal‘ Murakkab
L-16.8,Khal‘ Muḍā‘af
L-16.9,Khal‘ Kasrī
L-17,Wathā
M,Jarāḥat
M-1,Jurūḥ
M-1.1,Jurūḥ Maftūḥa/ Jurūḥ Wāḍiḥa
M-1.2,Jurūḥ Qaṭ‘iyya
M-1.3,Jurūḥ Wakhiziyya
M-1.4,Jurūḥ Mazqiyya
M-1.5,Jurūḥ Musaddasa/ Jurūḥ Shashkhana
M-1.6,Jurūḥ Raḍḍiyya
M-1.7,Jurūḥ Sammiyya
M-1.8,Jurūḥ Nāriyya/ Jurūḥ Bārūdiyya
M-1.9,Jurūḥ ‘Ufūniyya
M-1.10,Jurūḥ Ghayr ‘Ufūniyya/ Jurūḥ Ghayr Mulawwatha
M-2,Ta‘affun al-Dam
M-3,Tasammum al-Dam
M-4,Taqayyuḥ al-Dam
M-5,Qarḥa
M-5.1,Qarḥa ‘Arḍiyya
M-5.2,Qarḥa Naw‘iyya
M-5.3,Qarḥa Khabītha/ Qarḥa ‘Afina
M-5.4,Qarḥa Mūlima
M-5.5,Qarḥa Ghayr Mūlima
M-5.6,Qarḥa Salīma
M-5.7,Qarḥa ‘Asir al-Indimāl
M-5.8,Qarḥa Khayrūniyya
M-5.9,Qarḥa Sā‘iyya
M-5.10,Qarḥa Iḥtirāqiyya
M-5.11,Qarḥa Qaṭāṭ
M-5.12,Qarḥa Naqiyya
M-5.13,Qarḥa Ghayr Naqiyya
M-5.14,Qarḥa Lathiqa
M-5.15,Qarḥa Wasikha
M-5.16,Qarḥa Muta’akkila
M-5.17,Qarḥa Rahla/ Qarḥa Nāthira
M-5.18,Qarḥa Rashshāḥa
M-5.19,Qarḥa Ḥarra
M-5.20,Qarḥa Bārida
M-5.21,Qarha Dawaliyya
M-6,Qurūḥ Balkhiyya
M-7,Ūdhīma
M-8,‘Irq Madīnī
M-9,Shafāqalūs
M-10,Ghāngharānā
M-10.1,Ghāngharānā Yābisa
M-10.2,Ghāngharānā Raṭba
M-10.3,Ghāngharānā Raṭba ‘Ufūniyya
M-10.4,Ghāngharānā ‘Arḍiyya
M-10.5,Ghāngharānā Suddiyya
M-10.6,Ghāngharānā Shaykhūkhiyya
M-10.7,Ghāngharānā Takhaththuriyya
M-10.8,Ghāngharānā Dhayābīṭusiyya
M-10.9,Ghāngharānā Jurḥiyya
M-10.10,Ghāngharānā Bardiyya
M-10.11,Ghāngharānā Ḥādda Sā‘iyya
M-11,Buthūr
M-11.1,Buthūr Ṣighār
M-11.2,Buthūr al-Aṣdāgh
M-11.3,Buthūr al-Sāq
M-11.4,Buthūr al-Qafā
M-11.5,Shīlam
M-11.6,Khuld
M-11.7,Buṭm
M-11.8,Tūtha
M-11.9,Dhāt al-Aṣl
M-11.10,Khāfiya Ẓāhira
M-12,Akyās
M-13,‘Uqda
M-14,Khanāzīr
M-15,Waram
M-15.1,Waram Rīḥī
M-15.2,Waram Ḥārr
M-15.3,Waram Bārid
M-15.4,Waram Sādhij
M-15.5,Waram Māddī
M-15.6,Falghamūnī
M-15.7,Waram Rikhw
M-15.8,Saqīrūs
M-16,Sal‘āt
M-16.1,Sal‘a Salīma
M-16.2,Sal‘a Khabītha
M-16.3,Sal‘a Shaḥmiyya
M-16.4,Sal‘a ‘Asaliyya
M-16.5,Sal‘a Ardahāliyya
M-16.6,Sal‘a Shīrāziyya
M-16.7,Sal‘a Balghamiyya
M-16.8,Sal‘a Ghuḍrūfiyya
M-16.9,Sal‘a Līfiyya
M-16.10,Sal‘a ‘Aẓmiyya
M-16.11,Sal‘a Sinniyya
M-16.12,Sal‘a ‘Aṣabiyya
M-16.13,Sal‘a ‘Urūqiyya
M-16.14,Sal‘a ‘Aḍaliyya
M-16.15,Sal‘a Mukhkhiyya
M-16.16,Sal‘a Ghuddiyya
M-16.17,Sal‘a Ḥalamiyya
M-17,Saraṭan
M-17.1,Saraṭan Mutaqarriḥ
M-18,Namla/ Sā‘iya
M-18.1,Namla Sādhija
M-18.2,Namla Muta’akkila
M-18.3,Namla Shafawiyya
M-18.4,Namla Khitāniyya
M-18.5,Namla Minṭaqiyya/ Namla Nāriyya
M-18.6,Namla Minṭaqiyya Jabhiyya
M-18.7,Namla Qazḥiyya
M-18.8,Namla Jāwarsiyya
M-19,Naffāṭāt
M-19.1,Naffāṭāt Ṭafliyya
M-19.2,Naffāṭāt Ghāngharāniyya
M-19.3,Naffāṭāt Ṭabaqiyya
M-20,Naffākhāt
M-21,Jamra/ Shab Chirāgh
M-22,Nār Fārsī
M-23,Ṭā‘ūn
M-23.1,Ṭā‘ūn Ghudadī
M-23.2,Ṭā‘ūn ‘Ufūnī
M-23.3,Ṭā‘ūn Ri’wī
M-24,Ākila
M-25,Awrām al-Maghābin/ Bāghira
M-26,Dummal
M-27,Dā’ al-Fīl
M-28,Dawālī
M-29,Ḥarq
M-29.1,Ḥarq al-Ṣā‘iqa/ Ḥarq Barqī
M-29.2,Ḥarq al-Shams
M-29.3,Ḥarq al-Balādur
M-29.4,Ḥarq Darakhshānī
M-30,‘Illa al-Baqar
M-31,Nāqarnāmī
M-32,Suḥūj al-Jild
M-33,‘Aqr al-Khuff wa’l Na‘l
M-34,Madd al-Ḥabl
M-35,Judhām / Al-‘Illa al-Kubrā
M-35.1,Judhām Khadrī
M-35.2,Judhām ‘Uqadī
M-36,Huzāl
M-37,Siman Mufriṭ
M-38,Diqq al-Shaykhūkha
M-39,Fatq
M-39.1,Fatq Tāmm
M-39.2,Fatq Nāqiṣ
M-39.3,Fatq Rāji‘
M-39.4,Fatq ‘Āṣī
M-39.5,Fatq Makhnūq
M-39.6,Fatq Waramī
M-39.7,Fatq Suddī
M-39.8,Fatq Urbī-o-Rābī
M-39.9,Fatq Mustaqīm
M-39.10,Fatq Khilqī
M-39.11,Fatq Surrī
M-39.12,Fatq Mi‘dī
M-39.13,Fatq Fakhidhī
M-40,Suqūṭ al-Surra/ Nutū’ al-Surra
M-41,Fūlūs/Fūnūs
M-42,Waram al-Ṣifāq
N,Amrāḍ-i-Sumūm
N-1,Gazīdgī-i-Mār
N-2,Gazīdgī-i-‘Aqrab
N-3,Gazīdgī-i-Zanbūr
N-4,Gazīdgī-i-Rutaylā’
N-5,Gazīdgī-i-‘Ankabūt
N-6,Gazīdgī-i-Hazārpā
N-7,Gazīdgī-i-Sālāmandirā
N-8,Gazīdgī-i-Sag Ābī
N-9,Gazīdgī-i-Nahaṉg
N-10,Gazīdgī-i-Insān
N-11,Gazīdgī-i-Gurg
N-12,Gazīdgī-i-Gurba
N-13,Gazīdgī-i-Sag Dīwāna
N-14,Las‘ al-Ḥasharāt
N-15,Sammiyat-i-Samm al-Fār
N-16,Sammiyat-i-Sīmāb
N-17,Sammiyat-i-Shangaraf
N-18,Sammiyat-i-Murdārsaṉg
N-19,Sammiyat-i-Raṣāṣ
N-20,Sammiyat-i-Khubth al-Ḥadīd
N-21,Sammiyat-i-Bīsh
N-22,Sammiyat-i-Farfiyūn
N-23,Sammiyat-i-Balādur
N-24,Sammiyat-i-Khar Zahra
N-25,Sammiyat-i-Kharbaq Siyāh
N-26,Sammiyat-i-Tambākū
N-27,Sammiyat-i-Jawz Māthil
N-28,Sammiyat-i-Yabrūj
N-29,Sammiyat-i-Ajwā’in Khurāsānī
N-30,Sammiyat-i-Shūkrān
N-31,Sammiyat-i-Qinnab
O,Natural Pattern
O-1,Ṭabī‘at
O-2,Umūr Ṭabī‘iyya
O-2.1,Arkān
O-2.1.1,Nār
O-2.1.2,Rīḥ
O-2.1.3,Mā’
O-2.1.4,Arḍ
O-2.2,Mizāj
O-2.2.1,Mizāj Ḥārr Yābis
O-2.2.2,Mizāj Ḥārr Raṭb
O-2.2.3,Mizāj Bārid Yābis
O-2.2.4,Mizāj Bārid Raṭb
O-2.3,Akhlāṭ
O-2.3.1,Dam
O-2.3.2,Balgham
O-2.3.3,Ṣafrā’
O-2.3.4,Sawdā’
O-2.4,Rūḥ
O-2.4.1,Rūḥ Nafsānī
O-2.4.2,Rūḥ Ḥaywānī
O-2.4.3,Rūḥ Ṭabī‘ī
O-2.5,A‘ḍā’
O-2.5.1,A‘ḍā’ Mufrada
O-2.5.2,A‘ḍā’ Murakkaba
O-2.6,Qūwwat
O-2.6.1,Quwā Ṭabī‘iyya
O-2.6.2,Quwā Nafsāniyya
O-2.6.3,Quwā Ḥaywāniyya
O-2.6.4,Quwā Tanāsuliyya
O-2.7,Fi‘l
O-2.7.1,Af‘āl Ḥaywāniyya
O-2.7.2,Af‘āl Nafsāniyya
O-2.7.3,Af‘āl Ṭabī‘iyya
O-3,Ḥālat-i-Ṣiḥḥat
O-4,Lā Ṣiḥḥat Lā Maraḍ
O-5,Kayfiyāt Ṭabī‘iyya
O-5.1,Kayfiyāt Fā‘ila
O-5.1.1,Ḥarārat
O-5.1.2,Burūdat
O-5.2,Kayfiyāt Munfa‘ila
O-5.2.1,Ruṭūbat
O-5.2.2,Yubūsat
O-7,Ḥarārat Gharīziyya
O-8,Haḍm-o-Istiḥāla
O-9,Huḍūm Arba‘a
O-9.1,Haḍm Mi‘dī
O-9.2,Haḍm Kabidī
