namaste_code,name
EC-1,nan
SL61(EC-2),hṛdrogaḥ
EC-2.1,vātajahr̥drōgaḥ
EC-2.2,pittajahr̥drōgaḥ
EC-2.3,kaphajahr̥drōgaḥ
EC-2.4,sānnipātajahr̥drōgaḥ
EC-2.5,kr̥mijahr̥drōgaḥ
EC-2.6,hr̥t-śūlaḥ
EC-2.7,hr̥drōga-upadravaḥ
SP51(EC-3),jvara
EC-3.1,nan
SP54(EC-3.2),vātikajvaraḥ
EC-3.2.1,nan
SP53(EC-3.3),paittikajvaraḥ
EC-3.3.1,paittikajvaraḥ-pūrvarūpam
SP52(EC-3.4),kaphajajvaraḥ
EC-3.4.1,nan
EC-3.5(SP5Y),kaphavātajajvaraḥ
EC-3.6(SP5Y),vātapittajajvaraḥ
EC-3.7(SP5Y),kaphapittajajvaraḥ
EC-3.8(SP5Y),sannipātajajvaraḥ
EC-3.8.1,vātōlbaṇasānnipātajvaraḥ
EC-3.8.2,pittōlbaṇasannipātajvaraḥ
EC-3.8.3,kaphōlbaṇa-sānnipātajvaraḥ
EC-3.8.4,vātapittōlbaṇa-sannipātajvaraḥ
EC-3.8.5,vātakaphōlbaṇa-sannipātajvaraḥ
EC-3.8.6,pittakaphōlbaṇa-sannipātajvaraḥ
EC-3.8.7,hīnavāta-madhyapitta-vr̥ddhakapha-sannipātajvaraḥ
EC-3.8.8,hīnavāta-madhyakapha-vr̥ddhapitta-sannipātajvaraḥ
EC-3.8.9,hīnapitta-madhyavāta-vr̥ddhakapha-sannipātajvaraḥ
EC-3.8.10,hīnapitta-madhyakapha-vr̥ddhavāta-sannipātajvaraḥ
EC-3.8.11,hīnakapha-madhyavāta-vr̥ddhapitta-sannipātajvaraḥ
EC-3.8.12,hīnakapha-madhyapitta-vr̥ddhavāta-sannipātajvaraḥ
EC-3.8.13,vātapittakaphavr̥ddha-sannipātajvaraḥ
EC-3.8.14,prōrṇunāva-sānnipātajajvaraḥ
EC-3.8.15,pralāpī-sānnipātajajvaraḥ
EC-3.8.16,antardāhi-sannipātajvaraḥ
EC-3.8.17,daṇḍapāta-sānnipātajajvaraḥ
EC-3.8.18,antaka-sannipātajvaraḥ
EC-3.8.19,ēṇīdāha-sānnipātajajvaraḥ
EC-3.8.20,hāridra-sannipātajvaraḥ
EC-3.8.21,ajaghōṣa-sānnipātajajvaraḥ
EC-3.8.22,bhūtahāsa-sānnipātajajvaraḥ
EC-3.8.23,yantrapīḍā-sānnipātajajvaraḥ
EC-3.8.24,saṁśōṣī-sannipātajvaraḥ
EC-3.8.25,śītāṅga-sānnipātajajvaraḥ
EC-3.8.26,tandrika-sānnipātajajvaraḥ
EC-3.8.27,pralāpaka-sānnipātajajvaraḥ
EC-3.8.28,raktaṣṭhīvī-sānnipātajajvaraḥ
EC-3.8.29,abhinyāsa-sānnipātajajvaraḥ
EC-3.8.30,jihvaka-sānnipātajajvaraḥ
EC-3.8.31,sandhiga-sannipātajvaraḥ
EC-3.8.32,rugdāha-sānnipātajajvaraḥ
EC-3.8.33,cittavibhrama-sānnipātajajvaraḥ
EC-3.8.34,karṇika-sannipātajvaraḥ
EC-3.8.35,kaṇṭhakubja-sannipātajvaraḥ
EC-3.8.36,bhugnanētra-sānnipātajajvaraḥ
EC-3.8.37,kumbhīpāka-sānnipātajajvaraḥ
EC-3.8.38,asādhya-sānnipātajvaraḥ
EC-3.8.39,hataujaḥ
EC-3.8.40,saṁnyāsa-sannipātajajvaraḥ
EC-3.8.41,samasannipātajvaraḥ
EC-3.8.42,viṣamasannipātajvaraḥ
EC-3.8.43,sannipāta-jvarōpadravaḥ
SP59(EC-3.9),āgantujvaraḥ
EC-3.9.1,ābhighātajajvaraḥ
EC-3.9.1.1,śramajanyajvaraḥ
EC-3.9.1.2,chēdajanyajvaraḥ
EC-3.9.1.3,kṣatajanyajvaraḥ
EC-3.9.1.4,dāhajanyajvaraḥ
EC-3.9.2,abhicāraja-jvaraḥ
EC-3.9.3,abhiśapajanyajvaraḥ
EC-3.9.4,abhiṣaṅgaja-jvaraḥ
EC-3.9.4.1,grahāvēśajanyajvaraḥ
EC-3.9.4.2,kāmajajvaraḥ
EC-3.9.4.3,bhayajajvaraḥ
EC-3.9.4.4,śōkajajvaraḥ
EC-3.9.4.5,krōdhajajvaraḥ
EC-3.9.4.6,viṣajajvaraḥ
EC-3.9.4.7,auṣadhigandhajajvaraḥ
EC-3.9.4.8,bhūtābhiṣaṅgajvara
SP57(EC-3.10),viṣamajvaraḥ
EC-3.10.1(SP57),satata-viṣamajvaraḥ
SP58(EC-3.10.2),santata
EC-3.10.3(SP57),anyedyuṣka-viṣamajvaraḥ
EC-3.10.4(SP57),tṛtīyaka-viṣamajvaraḥ
EC-3.10.4.1(SP57),kaphapittatṛtīyakajvaraḥ
EC-3.10.4.2(SP57),vātakaphatṛtīyakajvaraḥ
EC-3.10.4.3(SP57),vātapittatṛtīyakajvaraḥ
EC-3.10.5(SP57),caturthaka-viṣamajvaraḥ
EC-3.10.5.1(SP57),vātajacaturthakajvaraḥ
EC-3.10.5.2,nan
EC-3.10.5.3(SP57),kaphajacaturthakajvaraḥ
EC-3.10.6(SP57),caturthakaviparyaya-viṣamajvaraḥ
EC-3.11(SP57),dhātugatajvaraḥ
EC-3.11.1,rasa-dhātugatajvaraḥ
EC-3.11.2,rakta-dhātugatajvaraḥ
EC-3.11.3,māṁsa-dhātugatajvaraḥ
EC-3.11.4,mēda-dhātugatajvaraḥ
EC-3.11.5,asthi-dhātugatajvaraḥ
EC-3.11.6,majjā-dhātugatajvaraḥ
EC-3.11.7,śukra-dhātugatajvaraḥ
EC-3.12,āmajajvaraḥ
EC-3.13,pacyamānajvaraḥ
EC-3.14,nirāmajvaraḥ
EC-3.15,antarvēgajvaraḥ
EC-3.16,bahirvēgajvaraḥ
EC-3.17,bāhyajvaraḥ
EC-3.18,antarāśrayajvaraḥ
EC-3.19,gaṁbhīrajvaraḥ
EC-3.20,vātabalāsajvaraḥ
EC-3.21,punarāvartaka-jvaraḥ
EC-3.22,śvasanaka-jvaraḥ
EC-3.23,śītādi-jvaraḥ
EC-3.24,saumya-jvaraḥ
EC-3.25,asādhya-jvaraḥ
EC-3.26,kōpajajvaraḥ
EC-3.27,jvara-ariṣṭaḥ
SN11(EC-4),stanyaduṣṭiḥ
EC-4.1,vātajakṣīradōṣaḥ
EC-4.1.1,vairasya-kṣīradōṣaḥ
EC-4.1.2,phēnila-kṣīradōṣaḥ
EC-4.1.3,rūkṣa-kṣīradōṣaḥ
EC-4.2,pittajakṣīradōṣaḥ
EC-4.2.1,vaivarṇya-kṣīradōṣaḥ
EC-4.2.2,daurgandhya-kṣīradōṣaḥ
EC-4.3,kaphajakṣīradōṣaḥ
EC-4.3.1,snigdha-kṣīradōṣaḥ
EC-4.3.2,paicchilya-kṣīradōṣaḥ
EC-4.3.3,gaurava-kṣīradōṣaḥ
EC-4.4,sānnipātajakṣīradōṣaḥ
SR5D(EC-4.5),stanyavahasrotoduṣṭiḥ
SL80(EC-5),pāṇḍurogaḥ
EC-5.1,pāṇḍu-pūrvarūpam
EC-5.2,vātajapāṇḍurōgaḥ
EC-5.3,pittajapāṇḍurōgaḥ
EC-5.4,kaphajapāṇḍurōgaḥ
EC-5.5,sannipātajapāṇḍurōgaḥ
EC-5.6,mr̥dbhakṣaṇajanya pāṇḍurōgaḥ/kr̥mijapāṇḍurōgaḥ
EC-5.7,pānakī
EC-5.8,asādhya-pāṇḍurōgaḥ
EC-5.9,pāṇḍu-upadravaḥ
EC-5.10,pāṇḍu-ariṣṭaḥ
SP11(EC-6),āmavātaḥ
EC-6.1,vātika-āmavātaḥ
EC-6.2,paittika-āmavātaḥ
EC-6.3,kaphaja-āmavātaḥ
EC-6.4,ativr̥ddha-āmavātaḥ
EC-7,aruciḥ
EC-8,kēśarōgaḥ
ED,raktavahasrōtōvikāraḥ
SR51(ED-1),raktavahasrotoduṣṭiḥ
ED-2,nan
ED-2.1,nan
SP99(ED-2.2),kaṇḍūḥ
ED-2.3,krōdhapracuratā
ED-2.4,klamaḥ
ED-2.5,gurugātratā
ED-2.6,tandrātiyōgaḥ
ED-2.7,tamapravēśaḥ/tamaḥ-atidarśanam
ED-2.8,nidrānāśaḥ/asvapnaḥ
SN92(ED-2.9),piḍakā
ED-2.10,pipāsā
ED-2.11,pūtigandhatā
ED-2.12,pūtighrāṇagandhatā
ED-2.13,pramīlakaḥ
SQ01(ED-2.14),buddhisaṁmōhaḥ
ED-2.15,lavaṇāsyatā
ED-2.16,vivarṇatā
ED-2.17,svarakṣayaḥ
ED-2.18,śarīradaurgandhyam
ED-2.19,śirōruk
ED-2.20,santāpaḥ
ED-2.21,raktapākaḥ
SM41(ED-3),kāmalā
ED-3.1(SM41),koṣṭhāśrita-kāmalā
ED-3.2(SM41),kumbhakāmalā
ED-3.3(SM41),śākhāśrita-kāmalā
ED-3.4(SM41),lakharaka
ED-3.5(SM41),halīmaka
ED-3.6,asādhya-kāmalā
ED-3.7,asādhya-kuṁbhakāmalā
ED-3.8,kāmalā-ariṣṭaḥ
ED-4,kuṣṭham
ED-4.1,kuṣṭha-pūrvarūpam
ED-4.2,mahākuṣṭhaḥ
ED-4.2.1(SN49),"kapālaḥ,"
ED-4.2.2,nan
ED-4.2.3(SN49),"udumbara-kuṣṭhaḥ,"
ED-4.2.4(SN49),"maṇḍalakuṣṭhaḥ,"
ED-4.2.5(SN49),ṛṣyajihvakaḥ
ED-4.2.6(SN49),puṇḍarīkaḥ
SN4A(ED-4.2.7),sidhmaḥ
ED-4.2.8,kākaṇakaḥ
ED-4.3,kṣudrakuṣṭham
SN4B(ED-4.3.1),ekakuṣṭhaḥ
ED-4.3.2(SN5Y),carmakuṣṭhaḥ
ED-4.3.3(SN4A),kiṭibhaḥ
ED-4.3.4(SN9Y),vipādikā
ED-4.3.5,nan
SN4U(ED-4.3.6),dadru-kuṣṭhaḥ
ED-4.3.7(SN5Y),carmadala-kuṣṭhaḥ
SN46(ED-4.3.8),pāmā
ED-4.3.9(SN5Y),śatāru-kuṣṭhaḥ
SN43 (ED-4.3.10),vicarcikā
ED-4.3.11(SN5Y),sthūlāruṣka
SN49(ED-4.4),dhātugatakuṣṭhaḥ
ED-4.4.1,tvaggatakuṣṭhaḥ
ED-4.4.2,raktagatakuṣṭhaḥ
ED-4.4.3,māṁsagatakuṣṭhaḥ
ED-4.4.4,mēdōgatakuṣṭhaḥ
ED-4.4.5,asthigatakuṣṭhaḥ
ED-4.4.6,majjāgatakuṣṭhaḥ
ED-4.4.7,śukragatakuṣṭhaḥ
ED-4.5,asādhyakuṣṭhaḥ
ED-4.6,kuṣṭha-upadravaḥ
ED-4.7,kuṣṭha-ariṣṭaḥ
ED-5(SN4D),śvitraḥ
ED-5.1,vātika-śvitraḥ
ED-5.2,paittika-śvitraḥ/kilāsaḥ
ED-5.3,kaphajaśvitraḥ/kilāsaḥ
ED-5.4,raktajaśvitraḥ-daruṇaḥ
ED-5.5,māṁsajaśvitraḥ-cāruṇaḥ
ED-5.6,mēdōjaśvitraḥ
ED-5.7,asādhyakilāsa
ED-6,masūrikā
ED-6.1,masūrikāpūrvarūpam
ED-6.2,vātajamasūrikā
ED-6.3,pittajamasūrikā
ED-6.4,kaphajamasūrikā
ED-6.5,tridōṣajamasūrikā
ED-6.6,raktajamasūrikā
ED-6.7,saptadhātugatamasūrikā
ED-6.7.1,tvakgatamasūrikā/rasadhātugatamasūrikā
ED-6.7.2,raktajamasūrikā
ED-6.7.3,māṁsagatamasūrikā
ED-6.7.4,mēdōgatamasūrikā
ED-6.7.5,asthigatamasūrikā
ED-6.7.6,majjāgatamasūrikā
ED-6.7.7,śukragatamasūrikā
ED-6.8,laghu-masūrikā
ED-6.9,asādhya-masūrikā
SL81(ED-7),raktapittam
ED-7.1,raktapitta-pūrvarūpam
ED-7.2,ūrdhvaga-raktapittam
ED-7.3,adhōga-raktapittam
ED-7.4,ubhayaga-raktapittam
ED-7.5,vātajaraktapittam
ED-7.6,pittajaraktapittam
ED-7.7,kaphajaraktapittam
ED-7.8,sānnipātika-raktapittam
ED-7.9,asādhyaraktapittam
ED-7.10,raktapitta-upadravaḥ
ED-7.11,raktapitta-ariṣṭaḥ
ED-8(SP11),vātaraktam
ED-8.1,vātarakta-pūrvarūpam
ED-8.2,uttāna-vātaraktam
ED-8.3,gambhīra-vātaraktam
ED-8.4,ubhayajavātarakta
ED-8.5,dōṣajavātaraktam
ED-8.5.1(SP11),vātajavātaraktam
ED-8.5.2(SP14),pittaja-vātaraktam
ED-8.5.3,kaphajavātaraktam
ED-8.5.4,raktajavātaraktam
ED-8.5.5,dvidōṣaja-vātaraktam
ED-8.5.6,tridōṣajavātaraktam
ED-8.6,kr̥cchrasādhya-vātaraktam
ED-8.7,asādhya-vātaraktam
ED-8.8,vātarakta-upadravaḥ
ED-8.9,vātarakta-ariṣṭaḥ
ED-9,vidradhiḥ
ED-9.1,vātajavidradhiḥ
ED-9.2,pittajavidradhiḥ
ED-9.3,kaphajavidradhiḥ
ED-9.4,sānnipātajavidradhiḥ
ED-9.5,raktajavidradhiḥ
ED-9.6,bāhyavidradhiḥ
ED-9.7,antarvidradhiḥ
SM56(ED-9.7.1),gudajavidradhi
ED-9.7.2,nan
ED-9.7.3,nan
ED-9.7.4,nan
ED-9.7.5,nan
SM80(ED-9.7.6),vr̥kkajavidradhiḥ
ED-9.7.7,nan
ED-9.7.8,nan
SM40(ED-9.7.9),yakr̥jjavidradhiḥ
ED-9.7.10,klōmajavidradhiḥ
ED-9.8,kṣataja vidradhiḥ/āgantuja-vidradhiḥ
ED-9.9,ūrdhvajavidradhiḥ
ED-9.10,adhōga-vidradhiḥ
ED-9.11,pakva-vidradhiḥ
ED-9.12,asādhya-vidradhiḥ
ED-9.13,vidradhi-ariṣṭaḥ
ED-10,visarpaḥ
ED-10.1,bāhyāśraya-visarpaḥ
ED-10.2,antarāśraya-visarpaḥ
ED-10.3,ubhayāśraya-visarpaḥ
ED-10.4,vātajavisarpaḥ
ED-10.5,pittajavisarpaḥ
ED-10.6,kaphajavisarpaḥ
ED-10.7,agnivisarpaḥ/vātapittajavisarpaḥ/agnidāhaja-visarpaḥ
ED-10.8,marmagata-agnivisarpam
ED-10.9,granthivisarpaḥ/vātakaphajavisarpaḥ
ED-10.10,kardamavisarpaḥ/pittakaphajavisarpaḥ
ED-10.11,sānnipātajavisarpaḥ
ED-10.12,kṣatajavisarpaḥ
ED-10.13,asādhya-visarpaḥ
ED-10.14,visarpa-upadravaḥ
ED-10.15,visarpa-ariṣṭaḥ
SN31,phiraṅgaroga
ED-11.1,bāhyaphiraṅgaḥ
ED-11.2,abhyantaraphiraṅgaḥ
ED-11.3,bahirāntara-phiraṅgaḥ
SM44,plīhavruddhi
ED-12.1,vātajaplīharōgaḥ
ED-12.2,pittajaplīharōgaḥ
ED-12.3,kaphajaplīharōgaḥ
ED-12.4,sannipātaja-plīhōdaraḥ
ED-12.5,raktajaplīharōgaḥ/raktaja-plīhōdaraḥ
ED-12.6,asādhya-plīhōdaraḥ
SM01,ślīpadaḥ
ED-13.1,vātajaślīpadaḥ
ED-13.2,pittajaślīpadaḥ
ED-13.3,kaphajaślīpadaḥ
ED-13.4,asādhya-ślīpadaḥ
ED-14,śītapittam
ED-14.1,śītapitta-pūrvarūpam
ED-15,udardaḥ
SM52,bhagandaraḥ
ED-16.1,bhagandara-pūrvarūpam
ED-16.2,śatapōnakabhagandaraḥ/vātaja-bhagandaraḥ
ED-16.3,uṣṭragrīva-bhagandaraḥ/pittaja-bhagandaraḥ
ED-16.4,parisrāvī-bhagandaraḥ/ślēṣmaja-bhagandaraḥ
ED-16.5,parikṣēpi-bhagandaraḥ/vātapaittika-bhagandaraḥ
ED-16.6,r̥ju-bhagandaraḥ/vātakaphaja-bhagandaraḥ
ED-16.7,arśō-bhagandaraḥ kaphapitta-bhagandaraḥ
ED-16.8,śambūkāvarta-bhagandaraḥ/sānnipātaja-bhagandaraḥ
ED-16.9,unmārgagāmī-bhagandaraḥ/śalyajanya-bhagandaraḥ/kṣataja-bhagandaraḥ
ED-16.10,asādhya-bhagandaraḥ
ED-16.11,bhagandara-ariṣṭalakṣaṇam
ED-17,davathuḥ
ED-18,śoṇitakledaḥ
SN47,snāyukarogaḥ
ED-20,dāhaḥ
ED-20.1,raktajadāhaḥ
ED-20.2,pittaja-dāhaḥ
ED-20.3,tr̥ṣṇā-nirōdhajadāhaḥ
ED-20.4,asr̥kpūrṇakōṣṭhajadāhaḥ/raktapūrṇakōṣṭhajadāhaḥ
ED-20.5,dhātukṣayajadāhaḥ
ED-20.6,kṣatajadāhaḥ
ED-20.7,marmābhighātajadāhaḥ
EE,māṁsavahasrōtōvikāraḥ
SR52,māṃsavahasrotoduṣṭiḥ
SP72,arbudaḥ
EE-2.1,vātaja-arbudaḥ
EE-2.2,pittaja-arbudaḥ
EE-2.3,kaphaja-arbudaḥ
EE-2.4,raktaja-arbudaḥ
EE-2.5,māṁsaja-arbudaḥ
EE-2.6,mēdōja-arbudaḥ
EE-2.7,adhyarbudaḥ/dvirarbudaḥ
SM53,arśaḥ
EE-3.1,nan
EE-3.2,nan
EE-3.3,nan
EE-3.4,vātaja-arśaḥ
EE-3.5,pittaja-arśaḥ
EE-3.6,kaphaja-arśaḥ
EE-3.7,raktaja-arśaḥ
EE-3.7.1,nan
EE-3.7.2,nan
EE-3.8,nan
EE-3.9,nan
EE-3.10,sahaja-arśaḥ
EE-3.11,nan
EE-3.12,nan
EE-3.13,nābhija-arśaḥ
SN06,meḍhraja-arśaḥ
EE-3.15,nan
SK6S,netraja-arśaḥ
EE-3.17,nan
EE-3.18,nan
SP71,granthi
EE-4.1,vātajagranthiḥ
EE-4.2,pittajagranthiḥ
EE-4.3,kaphajagranthiḥ
SP70,medojagranthi
SL70,sirāgranthiḥ
EE-4.6,nan
EE-4.7,nan
EE-4.8,nan
EE-4.9,nan
EE-4.10,nan
EE-5,nan
EE-6,nan
EF,nan
SR53,medovahasrotoduṣṭiḥ
SM8D,pramehaḥ
EF-2.1,nan
EF-2.2,kaphajapramehaḥ
EF-2.2.1,udakamehaḥ
EF-2.2.2,ikṣuvālikāmehaḥ
EF-2.2.3,sāndramehaḥ
EF-2.2.4,sāndraprasādamehaḥ
EF-2.2.5,śuklamehaḥ
EF-2.2.6,śukramehaḥ
EF-2.2.7,śītamehaḥ
EF-2.2.8,śanairmehaḥ
EF-2.2.9,sikatāmehaḥ
EF-2.2.10,lālāmehaḥ
EF-2.2.11,surāmehaḥ
EF-2.2.12,lavaṇamehaḥ
EF-2.2.13,piṣṭamehaḥ
EF-2.2.14,phenamehaḥ
EF-2.3,pittaja-pramehaḥ
EF-2.3.1,kṣāramehaḥ
EF-2.3.2,"kālamehaḥ,"
EF-2.3.3,nīlamehaḥ
SM8A,lohitamehaḥ
EF-2.3.5,mañjiṣṭhāmehaḥ
EF-2.3.6,hāridramehaḥ
EF-2.3.7,amlamehaḥ
EF-2.4,vātajapramehaḥ
EF-2.4.1,vasāmehaḥ
EF-2.4.2,majjāmehaḥ
EF-2.4.3,hastimehaḥ
SP60,madhumehaḥ kṣaudramehaḥ
EF-2.4.5,sarpirmehaḥ
EF-2.5,prameha-piḍakā
EF-2.5.1,nan
EF-2.5.2,nan
EF-2.5.3,nan
EF-2.5.4,nan
EF-2.5.5,nan
SN04 (EF-2.5.6),sarṣapikā
EF-2.5.7,nan
EF-2.5.8,nan
EF-2.5.9,nan
EF-2.5.10,nan
EF-2.5.11,nan
EF-2.5.12,nan
EF-2.5.13,nan
EF-2.6,nan
EF-2.7,nan
EF-2.8,nan
EF-2.9,nan
EF-2.10,nan
EF-2.11,nan
SP64,medorogaḥ / atisthaulyam
EF-3.1,nan
EF-4,nan
SR5C (EF-5),svedavahasrotoduṣṭiḥ
EG,asthivahasrōtōvikāraḥ
SR54,asthivahasrotoduṣṭiḥ
EG-2,adhyasthiḥ
EH,nan
SR55,majjāvahasrotoduṣṭiḥ
EH-2,majjāparipākaḥ
EI,nan
SR56,śukravahasrotoduṣṭiḥ
SN02,klaibyam
EI-2.1,bījōpaghātajaklaibyam
EI-2.2,dhvajabhaṅgajaklaibyam
EI-2.3,jarājanyaklaibyam
EI-2.4,śukrakṣayajaklaibyam
EI-2.5,paittikaklaibyam
EI-2.6,sirāchēdajanyaklaibyam
EI-2.7,sahajaklaibyam
EI-2.7.1,īrṣyakaḥ
EI-2.7.2,āsēkyaḥ
EI-2.7.3,kumbhīkaḥ
EI-2.7.4,sugandhikaḥ
EI-2.7.5,ṣaṇḍaḥ
EI-2.7.6,tr̥ṇaputrikaḥ
EI-2.7.7,vārtā
EI-3,rētōdōṣaḥ
EI-3.1,vātaduṣṭa-rētas
EI-3.1.1,tanu-rētas
EI-3.1.2,rūkṣa-rētas
EI-3.1.3,phēnila-rētas
EI-3.2,pittaduṣṭa-rētas
EI-3.2.1,vivarṇa-rētas
EI-3.2.2,pūti-rētas
EI-3.3,kaphaduṣṭa-rētas
EI-3.3.1,atipicchila-rētas
EI-3.4,raktānvita-rētas
EI-3.5,anyadhātūpahita-rētas
EI-3.6,avasādi-rētas/grathita-rētas
EI-3.7,vātapittaduṣṭa-rētas
EI-3.8,vātakaphaduṣṭa-rētas
EI-3.9,pittakaphaduṣṭa-rētas
EI-3.10,raktapittaduṣṭa-rētas
EI-3.11,sānnipātaduṣṭa-rētas/mūtra-viṭprabha-rētas
EI-4,śūkarogaḥ
EI-4.1,nan
EF-2.6.5,nan
EI-4.2,nan
EI-4.3,nan
EI-4.4,nan
EI-4.5,nan
EI-4.6,nan
EI-4.7,nan
EI-4.8,nan
EI-4.9,nan
EI-4.10,nan
EI-4.11,nan
EI-4.12,nan
SP90,vidradhiḥ
EI-4.14,nan
EI-4.15,nan
EI-4.16,nan
EI-4.17,nan
EI-4.18,nan
EI-4.19,nan
SN30,upadaṃśaḥ
EI-5.1,vātaja-upadaṁśaḥ
EI-5.2,pittaja-upadaṁśaḥ
EI-5.3,kaphaja-upadaṁśaḥ
EI-5.4,sānnipātaja-upadaṁśaḥ
EI-5.5,raktaja-upadaṁśaḥ
EI-5.6,asādhya-upadaṁśaḥ
EI-5.7,upadaṁśa-ariṣṭaḥ
SN01,vṛddhiḥ
EI-6.1,nan
EI-6.2,vātaja-vṛddhiḥ
EI-6.3,pittaja-vṛddhiḥ
EI-6.4,kaphaja-vṛddhiḥ
EI-6.5,raktaja-vṛddhiḥ
EI-6.6,medoja-vṛddhiḥ
EI-6.7,mūtraja-vṛddhiḥ
SM3G,antra-vṛddhiḥ
EI-6.9,aṇḍa-vṛddhiḥ
EJ,nan
SR5B,mūtravahasrotoduṣṭiḥ
SM8C,aśmarī
EJ-2.1,nan
EJ-2.2,vātaja-aśmarī
EJ-2.3,pittaja-aśmarī
EJ-2.4,kaphaja-aśmarī
EJ-2.5,śukrāśmarī
EJ-2.6,nan
EJ-2.7,nan
EJ-2.7.1,nan
EJ-2.8,nan
SM82,mūtrāghātaḥ
SM89,mūtraukasādaḥ
EJ-3.1.1,nan
EJ-3.1.2,nan
EJ-3.2,mūtrajaṭharaḥ
EJ-3.3,mūtrotsaṅgaḥ
SM8E,mūtrasaṃkṣayaḥ
EJ-3.5,mūtrātītaḥ
EJ-3.6,nan
SM8B,vātabastiḥ
EJ-3.8,uṣṇavātaḥ
SM88,vātakuṇḍalikā
EJ-3.10,"mūtragranthiḥ,"
SN09,mūtraśukraḥ
EJ-3.12,viḍ-vighātaḥ
EJ-3.13,bastikuṇḍalaḥ
EJ-3.13.1,nan
EJ-3.13.2,nan
EJ-3.13.3,nan
EJ-3.14,nan
SM87,mūtrakṛcchram
EJ-4.1,vātajamūtrakr̥cchram
EJ-4.2,pittajamūtrakr̥cchram
EJ-4.3,kaphajamūtrakr̥cchram
EJ-4.4,sānnipātamūtrakr̥cchram
EJ-4.5,aśmarījamūtrakr̥cchram
EJ-4.6,purīṣarōdhajamūtrakr̥cchram
EJ-4.7,śarkarājamūtrakr̥cchram
EJ-4.8,śōṇitajamūtrakr̥cchram/raktajamūtrakr̥cchram
EJ-4.9,śalyajamūtrakr̥cchram
EJ-4.10,śukrajanyamūtrakr̥cchram
EK,udakavahasrōtōvikāraḥ
SR58,"ambuvahasrotoduṣṭiḥ, udakavahasrotoduṣṭiḥ"
SP63,tṛṣṇā
EK-2.1,nan
EK-2.2,nan
EK-2.3,nan
EK-2.4,nan
EK-2.5,nan
EK-2.6,nan
EK-2.7,nan
EK-2.8,nan
EK-2.9,nan
EK-2.10,nan
EK-2.11,nan
EK-2.12,nan
SP92,"śvayathuḥ/śothaḥ / śophaḥ śvayathuḥ , śothaḥ"
EK-3.1,śōpha-pūrvarūpam
EK-3.2,vātajaśōphaḥ
EK-3.3,pittajaśōphaḥ
EK-3.4,kaphajaśōphaḥ
EK-3.5,raktajaśōpha
EK-3.6,dvandvaja-śōphaḥ
EK-3.7,sānnipātajaśōphaḥ
EK-3.8,abhighātajaśōphaḥ-kṣatajaśōphaḥ
EK-3.9,viṣajaśōphaḥ
EK-3.10,āmaśōphaḥ
EK-3.11,pacyamānaśōphaḥ
EK-3.12,pakvaśōphaḥ
EK-3.14,asādhya-śōphaḥ
EK-3.15,karṇamūlaśōthaḥ
EK-3.16,śiraśōthaḥ
SP91,sarvasara-śōthaḥ
EK-3.18,nan
EK-3.19,nan
SM32,udara
EK-4.1,nan
EK-4.2,vātaja-udararogaḥ
EK-4.3,pittaja-udararogaḥ
EK-4.4,kaphaja-udararogaḥ
EK-4.5,sannipātōdaraḥ-udararogaḥ
SM42,yakṛddālyudaraḥ
EK-4.7,baddhagudodaraḥ
EK-4.8,"chidrodaraḥ,"
EK-4.9,nan
EK-4.10,ajātodakaḥ
EK-4.10.1,picchāvasthā
EK-4.10.2,jātōdaka avasthā
EK-4.11,asādhya-udaraḥ
EK-4.12,upēkṣyamāṇa-udaraḥ
EK-4.13,udara-upadravaḥ
EK-4.14,udara-ariṣṭaḥ
EL,ārtavavahasrōtōvikāraḥ
EL-1,ārtavavaha-srōtōduṣṭiḥ
EL-2,yōnirōgaḥ/yōni-vyāpadaḥ
EL-2.1,vātaja-yōnirōgaḥ
EL-2.2,pittaja-yōnirōgaḥ
EL-2.3,kaphaja-yōnirōgaḥ
EL-2.4,sānnipātaja-yōnirōgaḥ
EL-2.5,acaraṇā
EL-2.6,atyānandā
EL-2.7,nan
EL-2.8,antarmukhī
SM90,arajaskā
SM96,udāvartinī
EL-2.11,nan
SN12,jātaghnī
SM97,lohitakṣayā
SM9B,viplutā
SM91,karṇinī
EL-2.16,nan
EL-2.17,"prasraṃsiṇī,"
EL-2.18,nan
EL-2.19,"phalinī,"
SM9A,mahāyoniḥ
EL-2.21,nan
EL-2.22,vāminī
EL-2.23,nan
SM94,vandhyā
EL-2.25,"ṣaṇḍhī, khaṇḍitā"
EL-2.26,"sūcīmukhi,"
SM92,yonikandaḥ
EL-2.27.1,nan
EL-2.27.2,nan
EL-2.27.3,nan
EL-2.27.4,nan
SM99,yoni-arśaḥ
EL-3,nan
EL-3.1,nan
EL-3.2,nan
EL-3.3,nan
EL-3.4,nan
EL-3.5,nan
EL-3.6,nan
EL-3.7,nan
EL-3.8,nan
SM98,asṛgdaraḥ
EL-4.1,nan
EL-4.2,nan
EL-4.3,nan
EL-4.4,nan
EL-4.5,nan
SM93,śvetapradaraḥ
EL-6,garbhiṇīrōgaḥ
EL-6.1,kikkisa-garbhiṇīrōgaḥ
EL-7,garbha-vyāpat
EL-7.1,garbhasrāvaḥ
EL-7.2,garbhapātaḥ
EL-7.3,upaviṣṭakaḥ
EL-7.4,nāgōdaraḥ/upaśuṣka
EL-7.5,līnagarbhaḥ
