namaste_code,name
nan,Itara Kaṇ Nōykaḷ
NAA,Vaḷi
NAA1.1,Ukkira Rōkam
NAA1.2,Cāykaṇ Kuruṭu
NAA1.3,Tūyakaṇ Kuruṭu
NAA1.4,Cuẕal Vaṇṭerital
NAA1.5,Cōtikāviraṇam
NAA1.6,Paṭikuntam
NAA1.7,Pukaiccal
NAA1.8,Cevvēr
NAA1.9,Kuvaḷai Nerittal
NAA1.10,Pakkappaṭuvaṉ
NAA1.11,Veṇṇērkkāṭu
NAA1.12,Vitaṉa Mantāram
NAA1.13,Cuṭar Pala Tōṉṟal
NAA1.14,Puttiyaẕittal
NAA1.15,Poṅkiya Vitaṉam
NAA1.16,Cantira Rōkam
NAA1.17,Kūci Viẕittal
NAB,Aẕal
NAB1.1,Akkirarōkam
NAB1.2,Avikāya Viraṇam
NAB1.3,Kaṇ Tiṉavu
NAB1.4,Aṉṉa Kōpam
NAB1.5,Maruvu Kaṇ Civappu
NAB1.6,Eriviẕi Maẕuṅkutal
NAB1.7,Mataṉamantāram
NAB1.8,Kaṇ Viraṇam
NAB1.9,Aṭainteẕuntiṭal
NAB1.10,Uṟuviẕi Puṭaittal
NAB1.11,Paravaippū
NAB1.12,Amaram
NAB1.13,Cuẕal Viẕi Erittal
NAB1.14,Mayir Puẕuveṭṭu
NAB1.15,Vīṅki Viẕittal
NAB1.16,Nattaippaṭuvaṉ
NAB1.17,Kuvaḷaippaṭuvaṉ
NAB1.18,Aẕaṟṟi
NAB1.19,Imaiyōṭuṟuttal
NAC,Aiyam
NAC1.1,Arūpam
NAC1.2,Kaṇkuruṭu
NAC1.3,Parumuḷai
NAC1.4,Turmāmicam
NAC1.5,Veḷḷeẕuttu
NAC1.6,Atimantāram
NAC1.7,Cōti Neṟi
NAC1.8,Kācamuruki
NAC1.9,Mālaikkaṇ
NAC1.10,Akkaram
NAC1.11,Aẕuntiṭum Pirittal
NAC1.12,Tuṇṇu Veṇ Pukaiccal
NAC1.13,Cōrākkaṇ Tuṭippu
NAC1.14,Vaḷarnteẕu Rōkam
NAC1.15,Mataṉa Mantāram
NAC1.16,Cuṭarāti Māmicam
NAC1.17,Uyarntu Kaṇ Puṭaittal
NAC1.18,Kumpimai Taṭittal
NAC1.19,Eẕu Ñāyiṟu
NAC1.20,Piṟavikkuruṭu
NAC1.21,Varuñcalarōkam
NB,Imai Nōykaḷ
NBA,Vaḷi
NBA1.1,Muṭa Mayir
NBA1.2,Iẕiccakkaṇ
NBA1.3,Cuṟṟukkulaivu
NBA1.4,Imaiyuyarcci
NBB,Aẕal
NBB1.1,Iratta Kaẕalai
NBB1.2,Rattam Paṟpa Rōkam
NBB1.4,Puẕukkaṭi
NBC,Aiyam
NBC1.1,Nīr Pillam
NBC1.2,Kuṭaṟ Pillam
NBC1.3,Imai Taṭippu
NBC1.4,Nīr Kaẕalai
NBC1.5,Tacai Kaẕalai
NBC1.6,Nīr Paṟpa Rōkam
NBC1.7,Māṅkiṣa Paṟpa Rōkam
NBC1.8,Imainīr Pāyccal
NC,Kaṭaikaṇ Nōykaḷ
NCA,Vaḷi
NCA1.1,Viẕi Vali
NCA1.2,Nitiravāyu
NCB,Aẕal
NCB1.1,Ratta Paṭartti
NCB1.2,Ratakuvai
NCB1.3,Viraṇap Paru
NCB1.4,Imaikkuruṭu
NCC,Aiyam
NCC1.1,Kaṇ Nōkkāṭu
NCC1.2,Pūccāntiram
NCC1.3,Imaik Kumiẕ
ND,Karuviẕi Nōykaḷ
NDA,Vaḷi
NDA1.1,Vaḷi Kācam
NDA1.2,Vāla Kācam
NDA1.3,Maṇinīla Kācam
NDA1.4,Nīreẕu Kācam
NDA1.5,Tuttiṭuṅ Kācam
NDA1.6,Cataip Paṭalam
NDA1.7,Karuṅkumutam
NDA1.8,Viraṇa Cukkiraṉ
NDA1.9,Karutta Cukkiraṉ
NDA1.10,Ceri Vari
NDA1.11,Mālaikkaṇ Timiram
NDA1.12,Vaṟaṭcit Timiram
NDA1.13,Vāyu Timiram
NDA1.14,Pukaippū
NDA1.15,Catai Kuntam
NDB,Aẕal
NDB1.1,Kumarikkācam
NDB1.2,Raṇa Kācam
NDB1.3,Uṭainteẕu Kācam
NDB1.4,Mālai Kācam
NDB1.5,Ūṟu Kācam
NDB1.6,Vārēẕu Kācam
NDB1.7,Antira Kācam
NDB1.8,Rattap Paṭalam
NDB1.9,Vari Eẕuccippaṭalam
NDB1.10,Karunākap Paṭalam
NDB1.11,Pacuviẕip Paṭalam
NDB1.12,Ceṅkumutam
NDB1.13,Uṭṭaṉa Nerical
NDB1.14,Aṉaṟ Cukkiraṉ
NDB1.15,Cori Vari
NDB1.16,Mēkat Timiram
NDB1.17,Untal Pū
NDB1.18,Utira Kuntam
NDC,Aiyam
NDC1.1,Aiya Kācam
NDC1.2,Nīlakkācam
NDC1.3,Mantāra Kācam
NDC1.4,Tuṇṇu Kācam
NDC1.5,Kuvaḷai Kācam
NDC1.6,Nīrp Paṭalam
NDC1.7,Atimaṅkiṣap Paṭalam
NDC1.8,Veḷḷai Paṭalam
NDC1.9,Nāka Aṭalam
NDC1.10,Pañcu Nīr Paṭalam
NDC1.11,Veṇkumutam
NDC1.12,Nīr Nerical
NDC1.13,Viẕi Viẕuṅki Cukkiraṉ
NDC1.14,Veṇ Cukkiraṉ
NDC1.15,Nīr Vari
NDC1.16,Veḷḷēẕuttu
NDC1.17,Mantāra Timiram
NDC1.18,Nīrt Timiram
NDC1.19,Nīr Kuntam
NDD,Mukkuṟṟam
NDD1.1,Curōṉita Nerical
NDD1.2,Āṇip Pū
NE,Veḷviẕi Nōykaḷ
NEA,Vaḷi
NEA1.1,Vari Eẕucci
NEA1.2,Viraṇa Eẕucci
NEA1.3,Kuvai Eẕucci
NEA1.4,Vari Paṭartti
NEA1.5,Viraṇa Nerical
NEA1.6,Nīlavari
NEB,Aẕal
NEB1.1,Corip Paṭartti
NEB1.2,Untu Nerical
NEB1.3,Irattak Kumiḷam
NEC,Aiyam
NEC1.1,Nīr Eẕucci
NEC1.2,Mutteẕucci
NEC1.3,Cataip Paṭartti
NEC1.4,Tuḷi Nerical
NEC1.5,Nīr Kumiḷam
NEC1.6,Maṅkica Kumiḷam
NEC1.7,Veḷvari
O,Ūṭṭaccattu Kuṟaipāṭu Nōykaḷ
P,Puṟṟu Nōykaḷ
PA,Nakiṟkaṭṭi
PAA,Vaḷi
PAA1.1,Vaḷi Nakiṟkaṭṭi
PAB,Aẕal
PAB1.1,Aẕal Nakiṟkaṭṭi
PAC,Aiyam
PAC1.1,Aiyam Nakiṟkaṭṭi
PAD,Mukkuṟṟam
PAD1,Mukkuṟṟam Nakiṟkaṭṭi
PAD1.1,adipaduthala Uṇṭākum Nakiṟkaṭṭi
PB,Veḷviẕi Nōykaḷ
PBD,Mukkuṟṟam
PBD1.1,Nīrppuṟṟu
PBD1.2,Cataippuṟṟu
PBD1.3,Maṇalppuṟṟu
PC,Vippuruti
PCD,Mukkuṟṟam
PCD1.1,Karppa Vippuruti
PCD1.2,Kuvaḷai Vippuruti
PCD1.3,Pitta Vippuruti
PCD1.4,Cantu Vippuruti
PCD1.5,Ōṭu Vippuruti
PCD1.6,Cilēttuma Vippuruti
PCD1.7,Vāta Vippuruti
PD,Karuppaippuṟṟukaḷ
PDD,Mukkuṟṟam
PDD1.1,Karuppaikkaẕuntupuṟṟu
PDD1.2,Karuppaippuṟṟu
Q,Irattācaya Nōykaḷ
QA,Veḷuppu Nōy
QAA,Vaḷi
QAA1.1,Vaḷi Veḷuppu Nōy
QAB,Aẕal
QAB1.1,Aẕal Veḷuppu Nōy
QAB1.2,Maṇṇuṉ Veḷuppu Nōy
QAC,Aiyam
QAC1.1,Nañcu Veḷuppu Nōy
QAC1.2,Aiya Veḷuppu Nōy
QAD,Mukkuṟṟam
QAD1.1,Tonta Veḷuppu Nōy
R,Aṟuvai Nōykaḷ
RA,Aṭitaḷḷal
RAA,Vaḷi
RAA1.1,Aṭitaḷḷal
RB,Akkuḷ Nila Pūcaṇi Kaṭṭi
RBB,Aẕal
RBB1.1,Akkuḷ Nila Pūcaṇi Kaṭṭi
RC,Kapāla Piḷavai
RCB,Aẕal
RCB1.1,Mēka Kapāla Piḷavai
RCB1.2,Curik Kapāla Piḷavai
RCB1.3,Kuruti Kaṇṇaṉ Kapāla Piḷavai
RCB1.4,Pokkik Kapāla Piḷavai
RCB1.5,Karuṅ Kapāla Piḷavai
RCC,Aiyam
RCC1.1,Viraṇakkapālappiḷavai
RCC1.2,Pakka Kapāla Piḷavai
RCC1.3,Kuṉṟi Kapāla Piḷavai
RCC1.4,Aẕukaṇṇi Kapāla Piḷavai
RCC1.5,Poṉṉi Kapāla Piḷavai
RD,Kapāla Tērai
RE,Kaṇṭamālai
RED,Mukkuṟṟam
RED1,Kaṇṭamālai
RF,Kaṭṭi
RFA,Vaḷi
RFA1.1,Maṭakkuk Kaṭṭi
RFA1.2,Valaikkaṇ Kaṭṭi
RFA1.3,Atōmukak Kaṭṭi
RFA1.4,Kaṭalaik Kaṭṭi
RFA1.5,Kaṭukuk Kaṭṭi
RFB,Aẕal
RFB1.1,Pēyccuraik Kaṭṭi
RFB1.2,Vittiratik Kaṭṭi
RFB1.3,Mēka Vittiratik Kaṭṭi
RFC,Aiyam
RFC1.1,Āmai Ōṭu Kaṭṭi
RFC1.2,Nilappūcaṇi Kaṭṭi
RG,Kiranti
RGA,Vaḷi
RGA1.1,Vaḷi Kiranti
RGA1.2,Caṭai Kiranti
RGA1.3,Eṉpu Kiranti
RGA1.4,Narampu Kiranti
RGB,Aẕal
RGB1.1,Aẕal Kiranti
RGC,Aiyam
RGC1.1,laiya Kiranti
RGC1.2,Koẕuppu Kiranti
RGC1.3,Puṇ Kiranti
RGD,Mukkuṟṟam
RGD1.1,Kurutik Kiranti
RH,Maṇṭai Kaṉappu
RHA,Vaḷi
RHA1.1,Vaḷi Maṇṭaik Kaṇappu
RHA1.2,Kuruti Maṇṭaik Kaṇappu
RHC,Aiyam
RHC1.1,Nīr Maṇṭai Kaṉappu
RI,Maṇṭaikkuttiyal
RIA,Vaḷi
RIA1.1,Maṇṭaikkuttiyal
RJ,Maṇṭaic Caṉṉi
RJD,Mukkuṟṟam
RJD1,Maṇṭaic Caṉṉi
RK,Maṇṭai Cūlai
RKA,Vaḷi
RKA1.1,Vaḷi Maṇṭaic Cūlai
RKA1.2,Kuruti Maṇṭaic Cūlai
RKA1.3,Nīr Maṇṭaic Cūlai
RL,Maṇṭait Timir
RLA,Vaḷi
RLA1.1,Maṇṭait Timir
RM,Maṇṭai Vali
RMA,Vaḷi
RMA1.1,Maṇṭai Vali
RN,Maṇṭai Vaṟaṭci
RNA,Vaḷi
RNA1.1,Maṇṭai Vaṟaṭci
RO,Mūḷai Nōy
ROA,Vaḷi
ROA1.1,Vaḷi Mūḷai Nōy
ROA1.2,Vali Aiyam Mūḷai Nōy
ROA1.3,Vaṟaṭci Mūḷai Nōy
ROA1.4,Vaḷi Aẕal Mūḷai Nōy
ROB,Aẕal
ROB1.1,Aẕal Aiyam Mūḷai Nōy
ROB1.2,Aẕal Mūḷai Nōy
ROB1.3,Kuruti Mūḷai Nōy
ROC,Aiyam
ROC1.1,Aiyam Mūḷai Nōy
ROC1.2,Aiyavaḷi Mūḷai Nōy
ROC1.3,Nīr Mūḷai Nōy
ROC1.4,Aẕal Vaḷi Mūḷai Nōy
ROC1.5,Aiya Aẕal Mūḷai Nōy
RP,Pavuttiram
RPA,Vaḷi
RPA1.1,Koṭip Pavuttiram
RPA1.2,Mēkap Pavuttiram
RPA1.3,Mūlap Pavuttiram
RPA1.4,Eruvāy Kaṇṭamālai Pavuttiram
RPB,Aẕal
RPB1.1,Eruvāy Pavuttiram
RPB1.2,Pakka Pauttiram
RPC,Aiyam
RPC1.1,Kiranti Pauttiram
RPC1.2,Carakaṇṭa Mālai Pauttiram
RQ,Ucci Vaḷi
RQA,Vaḷi
RQA1.1,Maṇṭai Ucci Vaḷi
RQA1.2,Maṇṭai Ucci Vaḷi Aẕal
RQA1.3,Maṇṭai UcciParica Vali
RQA1.4,Maṇṭai Ucci Vaḷi Aiyam
RQB,Aẕal
RQB1.1,Maṇṭai Ucci Aẕal
RQB1.2,Maṇṭai Ucci Aẕal Aiyam
RQB1.3,Maṇṭai Ucci Aẕal Vaḷi
RQC,Aiyam
RQC1.1,Maṇṭai Ucci Aiya Aẕal
RQC1.2,Maṇṭai Ucci Aiyam
RQC1.3,Maṇṭai Ucci Aiya Vaḷi
RR,Yāṉaikkāl
RRA,Vaḷi
RRA1.1,Vaḷi Yāṉaikkāl
RRB,Aẕal
RRB1.1,Aẕal Yāṉaikkāl
RRC,Aiyam
RRC1.1,Aiya Yāṉaikkā
S,Varmam Maṟṟum Kāyaṅkaḷ
SA,Varma Aṭi
SAA,Talaiyil Kāṇum Varma Aṭikaḷ
SAA1.1,Tilarta Varmam
SAA1.2,Cīṟuṅkolli Varmam
SAA1.3,Oṭṭu Varmam
SAA1.4,Ucci Varmam
SAA1.5,Poykai Varmam
SAA1.6,Cevikkutti Varmam
SAA1.7,Kuruntu Kutti Varmam
SAA1.8,Alavāṭi Varmam
SAA1.9,Naṭcattira Varmam
SAA1.10,Piṉ Veṭṭi Varmam
SAA1.11,Kompēṟi Varmam
SAA1.12,Cuẕumuṉai Varmam
SAA1.13,Pūccānti Varmam
SAA1.14,Kaṇmaṇi Varmam
SAA1.15,Pāla Varmam
SAA1.16,Kaṇṇāṭi Varmam
SAA1.17,Piṭari Varmam
SAA1.18,Vaḷaimuṭinta Varmam
SAA1.19,Neṭṭi Varmam
SAA1.20,Kākkaṭṭai Varmam
SAB,Kaẕuttil Kāṇum Varma Aṭikaḷ
SAB1.1,Muṉ Nākkuttaḷḷi Varmam
SAB1.2,Piṉ Kaẕuttu Naṭukku Varmam
SAB1.3,Pakka Kaẕuttu Naṭukku Varmam
SAB1.4,Kāraikkuẕi Varmam
SAB1.5,Tummi Varmam
SAB1.6,Uṟakka Varmam
SAB1.7,Muẕi Tūṟi Varmam
SAC,Neñcil Kāṇum Varma Aṭikaḷ
SAC1.1,Unti Varmam
SAC1.2,Nēr Varmam
SAC1.3,Aṭappu Varmam
SAC1.4,Cariti Varmam
SAC1.5,Puja Varmam
SAC1.6,Neñcu Naṭukku Varmam
SAC1.7,Ellu Kompēṟi Varmam
SAC1.8,Uṟumi Varmam
SAC1.9,Muṉ Mārpu Varmam
SAC1.10,Kutti Varmam
SAC1.11,Tivaḷai Varmam
SAC1.12,Veḷḷīral Varmam
SAC1.13,Kārīral Varmam
SAC1.14,Cittira Varmam
SAC1.15,Ellurukki Varmam
SAC1.16,Atti Kāntāri Varmam
SAD,Vayiṟṟil Kāṇum Varma Aṭikaḷ
SAD1.1,Caṭayanta Varmam
SAD1.2,Ciṟiya Atti Curukki Varmam
SAD1.3,Periya Atti Curukki Varmam
SAD1.4,Muṇṭellu Varmam
SAD1.5,Ceppu Varmam
SAE,Mutukil Kāṇum Varma Aṭikaḷ
SAE1.1,Iḷaṅ Kuruttu Untimaṟu Varmam
SAE1.2,Kompēṟi Maṟuvarmam / Ellu Maṟu Varmam
SAE1.3,Neñcu Naṭukku Maṟu Varmam
SAE1.4,Uṟumi Maṟu Varmam
SAE1.5,Kuḷippūṭṭut Taḷḷelumpu Varmam
SAE1.6,Cippi Tūṅku Catai Varmam
SAE1.7,Cippi Varmam
SAE1.8,Nāvāri Ellu Varmam
SAE1.9,Akattuvāra Varmam
SAE1.10,Kaik Kuẕi Varmam
SAE1.11,Cippi Acaivu Varmam
SAE1.12,Kaip Puja Poruttu Varmam
SAF,Kūpakattil Kāṇum Varma Aṭikaḷ
SAF1.1,Kallaṭai Varmam
SAF1.2,Mum Mūrtti Varmam
SAF1.3,Mūttira Varmam
SAF1.4,Patippu Varmam
SAF1.5,Aka Uruḷai Vicai Narampu Varmam
SAF1.6,Vittu Varmam
SAF1.7,Iliṅka Naṭukku Varmam
SAF1.8,Tumpu Varmam
SAG,Toṭaiyil Kāṇum Varma Aṭikaḷ
SAG1.1,Toṭai Maiya Varmam
SAG1.2,Mēl Toṭai Maiya Varmam
SAG1.3,Kīẕ Toṭai Maiya Varmam
SAH,Muẕaṅkālil Kāṇum Varma Aṭikaḷ
SAH1.1,Muṭṭukkaṇṇu Varmam
SAH1.2,Muṭṭu Ciraṭṭai Varmam
SAH1.3,Muẕaṅkāl Muṭṭu Pataippu Varmam
SAH1.4,Muẕaṅkāl Muṭṭu Moẕi Poruttu Varmam
SAI,Kālil Kāṇum Varma Aṭikaḷ
SAI1.1,Kutiraimuka Varmam
SAI1.2,Kutirai Nuṉi Nākku Varmam
SAI1.3,Vayiṟūti Varmam
SAI1.4,Tumpikkāla Varmam
SAI1.5,Kutirai Aṭi Nākku Varmam
SAI1.6,Kaṇapati Muka Varmam
SAJ,Pātattil Kāṇum Varma Aṭikaḷ
SAJ1.1,Karaṇṭai Kaṇṇu Varmam
SAJ1.2,Pāta Cakkara Varmam
SAJ1.3,Karaṇṭai Moẕi Poruttu Varmam
SAJ1.4,Kutikāl Varmam
SAJ1.5,Narampu Naṭukku Muṭiccu Varmam
SAJ1.6,Kālnerukku Varmam
SAJ1.7,Peru Viral Mañcaḷ Varmam
SAK,Puyattil Kāṇum Varma Aṭikaḷ
SAK1.1,Puya Naṭukku Varmam
SAK1.2,Puya Mēl Naṭukku Varmam
SAK1.3,Puya Kīẕ Naṭukku Varmam
SAL,Muẕaṅkaiyil Kāṇum Varma Aṭikaḷ
SAL1.1,Muẕaṅkai Naṭukku Varmam
SAL1.2,Muẕaṅkai Mēl Naṭukku Varmam
SAL1.3,Muẕaṅkai Kīẕ Naṭukku Varmam
SAL1.4,Nāṭi Cūttira Varmam
SAM,Muẕaṅkai Muṭṭil Kāṇum Varma Aṭikaḷ
SAM1.1,Muẕaṅkai Muṭṭu Pataippu Varmam
SAM1.2,Muẕaṅkai Muṭṭu Puṟatārai Vicai Narampu Varmam
SAM1.3,Muẕaṅkai Muṭṭu Moẕipporuttu Varmam
SAM1.4,Muẕaṅkai Muṭṭu Kai Maṇṭai Varmam
SAN,Kaiyil Kāṇum Varma Aṭikaḷ
SAN1.1,Kai Peruviral Moẕi Poruttu Varmam
SAN1.2,Kai Peruviral Patakkaḷai Varmam
SAN1.3,Kai Peruviral Aka Puṟatārai Varmam
SAN1.4,Corṇa Veṟṟilai Varmam
SAN1.5,Kai Nerukku Varmam
SAN1.6,Kai Kavaḷi Varmam
SAO,Maṇikkaṭṭil Kāṇum Varma Aṭikaḷ
SAO1.1,Kōẕikkaẕuttu Varmam
SAO1.2,Kōẕikkaẕuttu Kaṇṇu Varmam
SAO1.3,Kōẕikkaẕuttu Aka Puṟatārai Varmam
SB,Oṭivu Muṟivu
SBA,Kai Kāyaṅkaḷ
SBA1,Tōḷ Pakuti Kāyaṅkaḷ
SBA1.1,Kārai Elumpu Muṟivu
SBA1.2,Cippi Moẕi Kārai Poruttu Kāyaṅkaḷ
SBA1.3,Neñcu - Kārai Poruttu Kāyaṅkaḷ
SBA1.4,Cippi Elumpu Muṟivu
SBA1.5,Tōḷporuttu Vilakal
SBA1.5.1,Tōḷporuttu Muṉ Vilakal
SBA1.5.2,Aṭikkaṭi Nikaẕum Muṉpakka Tōḷporuttu Muṉ Vilakal
SBA1.5.3,Tōḷporuttu Piṉ Vilakal
SBA1.5.4,Tōḷporuttu Kīẕ Vilakal
SBA1.6,Puya Elumpiṉ Mēlmuṉai Muṟivukaḷ
SBA2,Puya Kāyaṅkaḷ
SBA2.1,Puya Elumpiṉ Taṇṭup Pakuti Muṟivukaḷ
SBA3,Muẕaṅkai Mūṭṭup Pakuti Kāyaṅkaḷ
SBA3.1,Puya Elumpiṉ Kīẕ Muṉai Muṟivukaḷ
SBA3.2,Muẕaṅkaimūṭṭu Vilakal
SBA3.2.1,Eḷiya Muẕaṅkai Muṭṭu Vilakal
SBA3.2.2,Muẕaṅkai Muṭṭu Muṟintu Vilakal
SBA3.3,Iẕuppaṭṭa Muẕaṅkaimūṭṭu
SBA3.4,Irattiṉi Elumpiṉ Mēl - Muṉai Muṟivukaḷ
SBA3.5,Ārai Elumpiṉ Mēl Muṉai Muṟivukaḷ
SBA4,Muẕaṅkai Kāyaṅkaḷ
SBA4.1,Ārai Maṟṟum Irattiṉi - Iru Elumputtaṇṭu Muṟivukaḷ
SBA4.2,Ārai Elumputtaṇṭu Muṟivu
SBA4.3,Irattiṉi Elumputtaṇṭu Muṟivu
SBA4.4,Kōẕikkaẕuttu Muṟivu
SBA5,Maṇikkaṭṭu Kāyaṅkaḷ
SBA5.1,Paṭaku Elumpu Muṟivu
SBA5.2,Piṟai Elumpu Muṟivu
SBA5.3,Mukkōṇa Elumpu Muṟivu
SBA5.4,Paṭṭāṇi Elumpu Muṟivu
SBA5.5,Kokki Elumpu Muṟivu
SBA5.6,Uruḷ Talai Elumpu Muṟivu
SBA5.7,Nāṟcatura Elumpu Muṟivu
SBA5.8,Irucarivu Nāṟciṟai Elumpu Muṟivu
SBA6,Aṅkai Kāyaṅkaḷ
SBA6.1,Karapa Elumpukaḷiṉ Muṟivukaḷ
SBA6.2,Viral Elumpukaḷiṉ Muṟivukaḷ
SBB,Kāl Kāyaṅkaḷ
SBB1,Iṭuppup Pakuti Kāyaṅkaḷ
SBB1.1,Iṭuppup Poruttu Vilakal
SBB1.2,Toṭai Elumpiṉ Talaippakuti Muṟivu
SBB1.3,Toṭai Elumpiṉ Kaẕuttuppakuti Muṟivu
SBB1.4,Toṭai Elumpiṉ Mēl Muṉai Muṟivukaḷ
SBB2,Toṭai Kāyaṅkaḷ
SBB2.1,Toṭai Elumpu Taṇṭu Muṟivu
SBB3,Muẕaṅkāl Mūṭṭuppakuti Kāyaṅkaḷ
SBB3.1,Toṭai Elumpu Muṇṭu Muṟivukaḷ
SBB3.2,Ciraṭṭai Elumpu Muṟivukaḷ
SBB3.3,Ciraṭṭai Vilakal
SBB3.4,Muẕaṅkāl Muṭṭu Vilakal
SBB3.5,Naḷaka Elumpiṉ Mēlmuṉai Muṟivukaḷ
SBB4,Muẕaṅkāl Kāyaṅkaḷ
SBB4.1,Naḷa Maṟṟum Cara Elumputtaṇṭu Muṟivukaḷ
SBB5,Kaṇukkāl Kāyaṅkaḷ
SBB5.1,Naḷa Elumpu Kīẕmuṉai Muṟivukaḷ
SBB5.2,Kaṇukkāl Muṟivukaḷ
SBB6,Pāta Kāyaṅkaḷ
SBB6.1,Kaṉavi Elumpu Muṟivu
SBB6.2,Navvi Elumpu Muṟivu
SBB6.3,Kīlavi Elumpu Muṟivu
SBB6.4,Paṭaṅkāl Elumpu Muṟivu
SBB6.5,Viral Elumpu Muṟivu
SBC,Accu Elumpu Kāyaṅkaḷ
SBC1,Naṭṭellu Kāyaṅkaḷ
SBC1.1,Kaẕuttu Naṭṭellu Kāyaṅkaḷ
SBC2,Mārpu Maṟṟum Iṭuppu Naṭṭellu Kāyaṅkaḷ
SBC2.1,Mutuku Naṭṭellu Muṟivu
SBC2.2,Kūkai Elumpu Muṟivu
SBC2.3,Tilai Elumpu Muṟivu
SBC2.4,Eẕuntayiru Muḷḷelumpu Kāyam
SBC2.5,Tārai Elumpu Muṟivu
SBC2.6,Puttelumpu Muṟivu
SBC3,Kūpaka Kāyaṅkaḷ
SBC3.1,Iṭuppukkuẕi Muṟivukaḷ
SBC3.2,Mūṇāra Muṟivukaḷ
SBC3.3,Kuẕippūṭṭu Taḷḷelumpu Muṟivukaḷ
SBC3.4,Vāri Elumpu Kāyaṅkaḷ
SBC3.5,Pūṇelumpiṉ Mēlelumpu Muṟivu
SBC4,Neñcelumpu Kāyaṅkaḷ
SBC4.1,Tuṭi Elumpu Muṟivu
SBD,Talaik Kāyaṅkaḷ
SBD1.1,Kapāla Muṟivukaḷ
SBD1.2,Mūkku Elumpu Muṟivu
T,Kuẕantai Nōykaḷ
TA,Pāla Karappāṉ
TAA,Vaḷi
TAA1.1,Pāla Karappāṉ - Vāta Karappāṉ
TAA1.2,Pāla Karappāṉ - Ari Karappāṉ
TAA1.3,Pāla Karappāṉ - Ūtu Karappāṉ
TAA1.4,Pāla Karappāṉ - Cūlai Karappāṉ
TAA1.5,Pāla Karappāṉ - Veṭi Karappāṉ
TAA1.6,Pāla Karappāṉ - Maṇṭai Karappāṉ
TAA1.7,Pāla Karappāṉ - Caṭṭai Karappāṉ
TAA1.8,Pāla Karappāṉ - Oṭu Karappāṉ
TAA1.9,Pāla Karappāṉ - Karuṅ Karappāṉ
TAA1.10,Pāla Karappāṉ - Vālai Karappāṉ
TAA1.11,Pāla Karappāṉ - Vaṟaḷ Karappāṉ
TAB,Aẕal
TAB1.1,Pāla Karappāṉ - Pitta Karappāṉ
TAB1.2,Pāla Karappāṉ - Pori Karappāṉ
TAB1.3,Pāla Karappāṉ - Ceṅkarappāṉ
TAB1.4,Pāla Karappāṉ - Koḷḷi Karappāṉ
TAC,Aiyam
TAC1.1,Pāla Karappāṉ - Aiya Karappāṉ
TAC1.2,Pāla Karappāṉ - Vīṅku Karappāṉ
TAD,Mukkuṟṟam
TAD1.1,Pāla Karappāṉ - Tōṭa Karappāṉ
TB,Kakkuvāṉ
TBA,Vaḷi
TBA1.1,Kakkuvāṉ
TC,Kāmālai
TCA,Vaḷi
TCA1.1,Vaṟaḷ Kāmālai
TCB,Aẕal
TCB1.1,Mañcaḷ Kāmālai
TCC,Aiyam
TCC1.1,Ūtu Kāmālai
TD,Kaṇam
TDA,Vaḷi
TDA1.1,Vātak Kaṇam
TDA1.2,Māntak Kaṇam
TDA1.3,Piraḷik Kaṇam
TDA1.4,Vaṟaṭkkaṇam
TDA1.5,Mūlakkaṇam
TDB,Aẕal
TDB1.1,Pittakkaṇam
TDB1.2,Nīrkkaṇam
TDB1.3,Kottippukkaṇam
TDB1.4,Antakkkaṇam
TDB1.5,Mantārakkaṇam
TDB1.6,Erikkaṇam
TDB1.7,Nīrāmakkaṇam
TDB1.8,Mukkukkaṇam
TDB1.9,Irattakkaṇam
TDC,Aiyam
TDC1.1,Aiyak Kaṇam
TDC1.2,Cūlikkaṇam
TDC1.3,Cuẕikkaṇam
TDC1.4,Makā Kaṇam
TDC1.5,Ūtu Kaṇam
TDC1.6,Vīṅku Kaṇam
TDC1.7,Āma Kaṇam
TDC1.8,Pērāma Kaṇam
TDC1.9,Ciṅkikkaṇam
TE,Kaẕiccal
TEA,Vaḷi
TEA1.1,Māntak Kaẕiccal
TEA1.2,Kaṇa Kaẕiccal
TEC,Aiyam
TEC1.1,Āmakaẕiccal
TF,Māntam
TFA,Vaḷi
TFA1.1,Vaḷi Māntam
TFA1.2,Pitta Māntam
TFA1.3,Pōr Māntam
TFA1.4,Cura Māntam
TFA1.5,Nīr Māntam
TFA1.6,Ceriyāmai Māntam
TFA1.7,Kaṭṭu Māntam
TFA1.8,Eri Māntam
TFA1.9,Talai Māntam
TFA1.10,Valippu Māntam
TFA1.11,Cuẕi Māntam
TFA1.12,Mukku Māntam
TFA1.13,Tuḷai Māntam
TFB,Aẕal
TFB1.1,Vālai Māntam
TFB1.2,Pāl Māntam
TFB1.3,Kaṇa Māntam
TFB1.4,Vīkkam Māntam
TFC,Aiyam
TFC1.1,Aiya Māntam
TFC1.2,Viṭa Māntam
TFC1.3,Ūtal Māntam
TFC1.4,Caṉṉi Māntam
TG,Nānāṟṟam
TGA,Vaḷi
TGA1.1,Nānāṟṟam
TH,Nāmuḷ
THA,Vaḷi
THA1.1,Nāmuḷ
TI,Nāvil Tōṉṟum Nōykaḷ
TIA,Vaḷi
TIA1.1,Cuẕi Akkaram
TIA1.2,Nīli Akkaram
TIA1.3,Cōti Akkaram
TIA1.4,Kuṇṭi Akkaram
