namaste_code,name
TIA1.5,Kumari Akkaram
TIB,Aẕal
TIB1.1,Vīmi Akkaram
TIB1.2,Kapāli Akkaram
TIB1.3,Uḷ Akkaram
TJ,Puṟakāraṇa Nōykaḷ
TJA,Vaḷi
TJA1.1,Vikkal
TJA1.2,Porumal
TJA1.3,Vayiṟu Vīṅkal
TJA1.4,Pāl Etireṭuttal
TJA1.5,Koṭṭāvi
TJA1.6,Cīṟiyaẕutal
TJA1.7,Pāl Kuṭiyāmai
TJA1.8,Vayiṟṟu Nōy
TJA1.9,Malakkaṭṭu
TJA1.10,Nīrkkaṭṭu
TK,Puẕu Nōykaḷ
TKA,Vaḷi
TKA1.1,Macarai Puẕu
TKA1.2,Kīri Puẕu
TL,Cōkai
TLA,Vaḷi
TLA1.1,Vāta Cōkai
TLB,Aẕal
TLB1.1,Pitta Cōkai
TM,Tōṭam
TMA,Vaḷi
TMA1.1,Peṇ Paṭci Tōṭam
TMA1.2,Malaṭṭu Paṭci Tōṭam
TMA1.3,Tūṅkupuḷ Tōṭam
TMA1.4,Karuṭakkaṇpuḷ Tōṭam
TMA1.5,Ceṅkkaṇ Puḷ Tōṭam
TMA1.6,Vaṟaṭpuḷtōṭam
TMA1.7,Pēykkaṇpuḷ Tōṭam
TMA1.8,Nīrppuḷ Tōṭam
TMA1.9,Ecciṟ Tōṭam
TMA1.10,Muṭṭu Peṇ Tōṭam
TMA1.11,Kuḷicap Peṇ Tōṭam
TMA1.12,Kuḷittavaḷ Eṭutta Peṇ Tōṭam
TMA1.13,Karppam Aẕinta Peṇ Tōṭam
TMB,Aẕal
TMB1.1,Āṇ Paṭci Tōṭam
TMB1.2,Paravai Tōṭam
TMB1.3,Viḷakku Oḷi Puḷ Tōṭam
TMB1.4,Veṅkaṇ Puḷ Tōṭam
TMC,Aiyam
TMC1.1,Vīṅkupuḷ Tōṭam
TMC1.2,Anti Puḷ Tōṭam
TMC1.3,Kuḷitta Peṇ Kaṇṭa Tōṭam
TMD,Mukkuṟṟam
TMD1.1,Ecci Tōṭam
TMD1.2,Peṇ Tōṭam
TMD1.3,Āṇ Tōṭam
TMD1.4,Tērai Tōṭam
TN,Valippu
TNA,Vaḷi
TNA1.1,Mānta Valippu
TNA1.2,Kākkai Valippu
TNA1.3,Aḷḷu Valippu
TNA1.4,Puṟa Icivu
TO,Caṉṉi
TOD,Mukkuṟṟam
TOD1.1,Mānta Caṉṉi
TOD1.2,Māntakaṇa Caṉṉi
TOD1.3,Āma Caṉṉi
TOD1.4,Kōrāma Caṉṉi
TOD1.5,Tāntirīka Caṉṉi
TOD1.6,Alarttiṭu Caṉṉi
TOD1.7,Viṭu Caṉṉi
TOD1.8,Kuḷir Caṉṉi
TOD1.9,Tōṭa Caṉṉi
U,Pal Nōykaḷ
UA,Pal Nōykaḷ
UAA,Vaḷi
UAA1.1,Pal Kūccam
UAA1.2,Pal Kuttal
UAA1.3,Pallāṭṭam
UAA1.4,Pal Cāytal
UAA1.5,Kuṭṭippal
UAA1.6,Pal Ciṟāy
UAA1.7,Pal Utiral
UAA1.8,Pal Karuttal
UAA1.9,Pal Piḷattal
UAA1.10,Pal Puẕu
UAA1.11,Pal Ūṇ Melivu
UB,PallaṭI Nōykaḷ
UBA,Vaḷi
UBA1.1,Pallaṭi Tuḷai
UBA1.2,Pallaṭi Ūṉkuṟaital
UBA1.3,Pallaṭi Karuttal
UBA1.4,Pallaṭi Karaivu
UBA1.5,Pallaṭi Vīkkam
UBA1.6,Pallaṭi Kotippu
UBA1.7,Pallaṭi Mañcaḷātal
UBA1.8,Pallaṭi Kaṭṭi
UBA1.9,Pallaṭi Ūṇvaḷarcci
UBA1.10,Pallaṭi Veḷuttal
UBA1.11,Pallaṭi Palaniṟamaṭaital
V,Pālviṉai Nōykaḷ
VA,Korukku Nōy
VAA,Vaḷi
VAA1.1,Vaḷi Korukku Nōy
VAB,Aẕal
VAB1.1,Aẕal Korukku Nōy
VAC,Aiyam
VAC1.1,Aiya Korukku Nōy
VAD,Mukkuṟṟam
VAD1.1,Mukkuṟṟa Korukku Nōy
VAD1.2,Kuruti Korukku Nōy
W,Cura Nōykaḷ
WA,Thanvazhi Suram
WAA,Vaḷi
WAA1.1,Vāta Curam
WAA1.2,Vātapitta Curam
WAA1.3,Vātakapa Curam
WAA1.4,Veḷi Curam
WAA1.5,Viṭṭuvarum Curam
WAA1.6,Pakal Curam
WAA1.7,Atikālai Curam
WAA1.8,Ēppa Curam
WAA1.9,Koṭṭāvi Curam
WAA1.10,Tukka Curam
WAB,Aẕal
WAB1.1,Pitta Curam
WAB1.2,Pittavāta Curam
WAB1.3,Pittakapa Curam
WAB1.4,Naḷir Curam
WAB1.5,Mēṉi Curam
WAB1.6,Uḷ Curam
WAB1.7,Viṭā Curam
WAB1.8,Ceṅkaṟaic Curam
WAB1.9,Muṟai Curam
WAB1.10,Mayakka Curam
WAB1.11,Pitaṟṟal Curam
WAB1.12,Puẕuc Curam
WAB1.13,Mañcaṭ Curam
WAB1.14,Kālaic Curam
WAB1.15,Tīvaraṭci Curam
WAB1.16,Aṉal Curam
WAB1.17,Vānti Curam
WAB1.18,Viyarvai Curam
WAB1.19,Tūṅkāc Curam
WAB1.20,Naṭukkal Curam
WAB1.21,Ēval Curam
WAB1.22,Cērkkai Curam
WAB1.23,Maruntu Vēka curam
WAB1.24,Ciṉa Curam
WAB1.25,Kāma Curam
WAB1.26,Teyva Ciṉa Curam
WAC,Aiyam
WAC1.1,Kapa Curam
WAC1.2,Kapavāta Curam
WAC1.3,Kapapitta Curam
WAC1.4,Kalappu Curam
WAC1.5,Manta Curam
WAC1.6,Veñ Curam
WAC1.7,Cāraṟ Curam
WAC1.8,Ūṉ Curam
WAC1.9,Koẕuppu Curam
WAC1.10,Eṉpu Curam
WAC1.11,Mūḷai Curam
WAC1.12,Mālai Curam
WAC1.13,Irāc Curam
WAC1.14,Irumal Curam
WAC1.15,Paẕañ Curam
WAC1.16,Kaṭṭi Curam
WAC1.17,Cīẕ Curam
WAC1.18,Pal Koppuḷac Curam
WAC1.19,Vīkka Curam
WAC1.20,Kaẕiccaṟ Curam
WB,Piravazhi Suram
WBC,Aiyam
WBC1.1,Mōtu Curam
WBC1.2,Nāvēṟu Curam
WBC1.3,Naccu Curam
WBC1.4,Paya Curam
WBC1.5,Vintu Curam
WBD,Mukkuṟṟam
WBD1.1,Tuṉpa Curam
WBD1.2,Viṭavikkal Curam
WBD1.3,Pūta Curam
X,Ciṟunīraka Nōykaḷ
XA,Kallaṭaippu
XAA,Vaḷi
XAA1.1,Vaḷi Kallaṭaippu
XAB,Aẕal
XAB1.1,Aẕal Kallaṭaippu
XAC,Aiyam
XAC1.1,Aiya Kallaṭaippu
XAD,Mukkuṟṟam
XAD1.1,Mukkuṟṟa Kallaṭaippu
XB,Nīraṭaippu
XBA,Vaḷi
XBA1.1,Nīraṭaippu
XC,Nīrkkaṭṭu
XCA,Vaḷi
XCA1.1,Nīrkkaṭṭu
XD,Nīrccurukku
XDA,Vaḷi
XDA1.1,Vaḷi Nīrccurukku
XDB,Aẕal
XDB1.1,Aẕal Nīrccurukku
XDC,Aiyam
XDC1.1,Aiya Nīrccurukku
XDD,Mukkuṟṟam
XDD1.1,Mukkuṟṟa Nīrccurukku
XE,Coṭṭu Nīr
XEA,Vaḷi
XEA1.1,Coṭṭu Nīr
Y,Nañcu Nōykaḷ
YA,Viṭapāka Rōkam
YAA,Vaḷi
YAA1.1,Vāta Viṭapākam
YAB,Aẕal
YAB1.1,Pitta Viṭapākam
YAB1.2,Akkiṉi Viṭapākam
YAB1.3,Erivu Viṭapākam
YAB1.4,Cutta Viṭapākam
YAC,Aiyam
YAC1.1,Kapa Viṭapākam
YAD,Mukkuṟṟam
YAD1.1,Caṉṉi Viṭapākam
YAD1.2,Mukkuṟṟa Viṭapākam
YB,Pāṭāṇa Nañcu
YB1,Iraca Nañcu
YB2,Pūra Nañcu
YB3,Iliṅka Nañcu
YB4,Vīra Nañcu
YB5,Kantaka Nañcu
YB6,Tāḷaka Nañcu
YB7,Veḷḷaippāṭāṇa Nañcu
YB8,Kaurippāṭāṇa Nañcu
YB9,Mirutār Ciṅki Nañcu
YB10,Uppu Nañcu
YB11,Upputtirāvaka Nañcu
YC,Ulōka Nañcu
YC1,Tāmira Nañcu
YC2,Turucu Nañcu
YC3,Karuvaṅka Nañcu
YC4,Appiraka Nañcu
YC5,Cuṇṇāmpu Nañcu
YC6,Kaṇṇāṭi Nañcu
YD,Cīva Nañcu
YD1,Viṭapāmpukkaṭi Nañcu
YD2,Irācanāka Nañcu
YD3,Kaṭṭuviriyaṉ Nañcu
YD4,Vaẕalaippāmpu Nañcu
YD5,Mūkkaṉ Nākanañcu
YD6,Curuṭṭai Nākanañcu
YD7,Cāraippāmpu Nañcu
YD8,Karunākanañcu
YD9,Paranākanañcu
YD10,Kalneñcaṉ Nākanañcu
YD11,Ūmai Nākanañcu
YD12,Kaṇṇeriyaṉ Nākanañcu
YD13,Paccaippāmpu Nañcu
YD14,Cuvaṭu Nākanañcu
YD15,Maṇṇuḷippāmpu Nañcu
YD16,Puṭaiyaṉ Pāmpu Nañcu
YD17,Elikkaṭi Nañcu
YD18,Ceyyāṉkaṭi Nañcu
YD19,Pūrāṉkaṭi Nañcu
YD20,Cilantikaṭi Nañcu
YD21,Āṟukāl Pūccikkaṭi Nañcu
YD22,Pulimukappūccikkaṭi Nañcu
YD23,Paccōntikkaṭi Nañcu
YD24,Ōṇāṉ Kaṭi Nañcu
YD25,Tavaḷaikkaṭinañcu
YD26,Ìkkaṭi Nañcu
YD27,Pallikkaṭi Nañcu
YD28,Kāṭṭukkocukkaṭi Nañcu
YD29,Kuḷavikkaṭinañcu
YD30,Vaṇṭukkaṭi Nañcu
YD31,Aṭṭaikkaṭi Nañcu
YD32,Kampaḷippūccikkaṭi Nañcu
YD33,Tēḷkaṭi Nañcu
YD34,Mīṉkaṭi Nañcu
YD35,Cīva Veṟinañcu
YD36,Kuraṅkukkaṭi Nañcu
YD37,Pūṉaikkaṭi Nañcu
YD38,Puṉukuppūṉaikkaṭi Nañcu
YD39,Paṉṟikkaṭi Nañcu
YD40,Narikkaṭi Nañcu
YD41,Mutalaikkaṭi Nañcu
YD42,Nāykkaṭi Nañcu
YD43,Kutiraikkaṭi Nañcu
YE,Iṭumaruntu Nañcu
YE1,Iṭumaruntu Nañcu
YF,Tāvara Nañcu
YF1,Uḷuntu Nañcu
YF2,Kaṭalai Nañcu
YF3,Tuvarai Nañcu
YF4,Moccai Nañcu
YF5,Ney Nañcu
YF6,Ney Tēṉ Nañcu
YF7,Vērkkaṭalai Nañcu
YF8,Tēṅkāy Nañcu
YF9,Kōẕimuṭṭai Nañcu
YF10,Vāẕaippaẕa Nañcu
YF11,Palāppaẕa Nañcu
YF12,Pālāṭai Nañcu
YF13,Ilavampiciṉ Nañcu
YF14,Kuṉṟimaṇi Nañcu
YF15,Ūṉāṅkiẕaṅku Nañcu
YF16,Nāvalkoṭṭai Nañcu
YF17,Kalappaikkiẕaṅku Nañcu
YF18,Miḷakāy Nañcu
YF19,Civaṉārkkiẕaṅku Nañcu
YF20,Makiẕam Nañcu
YF21,Cōṟu Nañcu
YF22,Marutōṉṟiyum Eṇṇeyum Cērnta Nañcu
YF23,Nuṅku Nañcu
YF24,Puḷitta Tayirccōṟu Nañcu
YF25,Koṭikkaḷḷippāl Nañcu
YF26,Nalleṇṇey Cōṟu Nañcu
YF27,Veṟṟilaiccāṟu Nalleṇṇey Nañcu
YF28,Nelvēr Eṇṇey Nañcu
YF29,Nelvēr Carkkarai Nañcu
YF30,Nelvēr Nañcu
YF31,Kōtumai Nañcu
YF32,Eṇṇey Nañcu
YF33,Erukku Nañcu
YF34,Caturakkaḷḷippāl Nañcu
YF35,Tillaippāl Nañcu
YF36,Nērvāḷa Nañcu
YF37,Cittira Mūlavēr Nañcu
YF38,Cēṅkoṭṭai Nañcu
YF39,Mañcaḷ Alari Nañcu
YF40,Ūmattai Nañcu
YF41,Eṭṭikkoṭṭai Nañcu
YF42,Apiṉi Nañcu
YF43,Kañcā Nañcu
YF44,Nāpi Nañcu
YF45,Pukaiyilai Nañcu
YF46,Irattapōḷa Nañcu
YF47,Kuṭinīrt Tōṭa Nañcu
YF48,Uṇavuttōṭa Nañcu
YF49,Nīrt Tōṭa Nañcu
Z,VaḷiNōykaḷ
Z1,Vātastampam
Z2,Vātakarṣaṇam
Z3,Karastampam
Z4,Talastampam
Z5,Pūcuvātam
Z6,Kāḷāñcakavātam
Z7,Ūrustampavātam
Z8,Vātakarṉakam
Z9,Kuriṣikiriṣavātam
Z10,Narittalai Vātam
Z11,Kumpa Vātam
Z12,Malaittakampa Vātam
Z13,Pāṇikkampa Vātam
Z14,Kūṉi Vātam
Z15,Ākuṉivātam
Z16,Aṉōpakavātam
Z17,Vāta Upakatam
Z18,Neṟṟicūlai Vātam
Z19,Karṉa Cūlai Vātam
Z20,Cevipaṭuvātam
Z21,Pakka Vātam
Z22,Pakṣavātam
Z23,Pēy Vātam
Z24,Pirāṇālaya Vātam
Z25,Calastampa Vātam
Z26,Cantu Vātam
Z27,Cakaṉa Vātam
Z28,Aṟputa Vātam
Z29,Uraka Vātam
Z30,Urakāri Vātam
Z31,Asvatampa Vātam
Z32,Pācattampa Vātam
Z33,Nēttira Pavuttiravātam
Z34,Taṇṭaka Vātam
Z35,Aṣṭa Tantira Vātam
Z36,Vacaṉā Vātam
Z37,Makā Vātam
Z38,Mirut Vātam
Z39,Utara Vātam
Z40,Mūttira Utira Vātam
Z41,Cukkila Vātam
Z42,Cavviraṅka Vātam
Z43,Ūrttuva Vātam
Z44,Aññāṉattampam
Z45,Cirakkampa Vātam
Z46,Catastampa Vātam
Z47,Vaccirarūpa Vātam
Z48,Kaṇṭakirākavātam
Z49,Nakāri Vātam
Z50,Patita Vātam
Z51,Yōṉicūlai Vātam
Z52,Karppacūlai Vātam
Z53,Aṣṭacūlai Vātam
Z54,Kuṭal Vātam
Z55,Acuva Vātam
Z56,Meccu Vātam
Z57,Mūṭu Vātam
Z58,Vacu Vātam
Z59,Pījastampa Vātam
Z60,Tantira Veṭṭi Vātam
Z61,Vātacurōṇitam
Z62,Cittuvāta Curōṇitam
Z63,Vaikita Vāta Curōṇitam
Z64,Utira Vāta Curōṇitam
Z65,Payittiya Vāta Curōṇitam
Z66,Cilēṭṭumavāta Curōṇitam
Z67,Utaravāta Curōṇitam
Z68,Kuṇa Avatāṉakam
Z69,Kaṇṭaka Avatāṉakam
Z70,Ciṟukampa Avatāṉakam
Z71,Vātattalai Nōkkāṭu
Z72,Pittattalai Nōkkāṭu
Z73,Cilēṭṭuma Talai Nōkkāṭu
Z74,Caṉṉivāta Nōkkāṭu
Z75,Iratta Pitta Nōkkāṭu
Z76,Kirumikata Nōkkāṭu
Z77,Cūriyā Varttam Nōkkāṭu
Z78,Cantirā Varttam Nōkkāṭu
Z79,Karṉāvarttam Nōkkāṭu
Z80,Oru Talaiyiṉ Vartam
Z81,Vātakarṉa Cūlai
Z82,Pittakarṇa Cūlai
Z83,Cilēṭṭuma Karṇa Cūlai
Z84,Kirumikarṉa Cūlai
Z85,Tanta Vāyu
ZA,nan
ZAA,Vaḷi
ZAA1.1,Vaḷi Cūlai
ZAA1.2,Mēkacūlai
ZAA1.3,Muṟicūlai
ZAA1.4,Kuṉmacūlai
ZAA1.5,Curacūlai
ZAA1.6,Pakkacūlai
ZAA1.7,Kaṟpacūlai
ZAA1.8,Tūracūlai
ZAB,Aẕal
ZAB1.1,Aẕal Cūlai
ZAB1.2,Ularttucūlai
ZAB1.3,Kaṟaicūlai
ZAC,Aiyam
ZAC1.1,Aiya Cūlai
ZAC1.2,Āma Cūlai
ZAC1.3,Ukkāra Cūlai
ZAC1.4,Nitampacūlai
Z$,Aẕal Nōykaḷ
Z$1,Āvuru Pittam
Z$2,Āmila Pittam
Z$3,Uṉmāta Pittam
Z$4,Tamanta Pittam
Z$5,Vāta Pittam
Z$6,Vaṉṉi Pittam
Z$7,Cilēṭṭuma Pittam
Z$8,Curōṇita Pittam
Z$9,Vikāra Pittam
Z$10,Viraṇa Pittam
Z$11,Uratta Pitta Vātam
Z$12,Iratta Pittam
Z$13,Kāca Pittam
Z$14,Cuvāca Pittam
Z$15,Cem Pittam
Z$16,Karum Pittam
Z$17,Karappāṉ Pittam
Z$18,Acīraṇa Pittam
Z$19,Aruci Pittam
Z$20,Eripittam
Z$21,Aẕal Pittam
Z$22,Tuṭi Pittam
Z$23,Viṭa Pittam
Z$24,Aticāra Pittam
Z$25,Mūla Pittam
Z$26,Mutir Pittam
Z$27,Kaṇṭa Pittam
Z$28,ōṭu Pittam
Z$29,Mūṭu Pittam
Z$30,Naṭukku Pittam
Z$31,Kapāla Pittam
Z$32,Cartti Pittam
Z$33,Tāka Pittam
Z$34,Vikkal Pittam
Z$35,Kṣaya Pittam
Z$36,Timir Pittam
Z$37,Vali Pittam
Z$38,Cīta Pittam
Z$39,Kirumi Pittam
Z$40,Acāttiya Pittam
Z$41,Mārkka Pittam
Z$42,Maruntīṭu Pittam
Z#,Aiya Nōykaḷ
Z#1,Irumal
Z#2,Kācam
Z#3,Cuvācam
Z#4,Tīpaṉam
Z#5,Mantam
Z#6,Vaḷi
Z#7,Aẕal
Z#8,Mukkūṭṭu
Z#9,Cuka Caṉṉi
Z#10,Curam
Z#11,Aticāram
Z#12,Nīrkkōvai
Z#13,Aṉal
Z#14,Pūtam
Z#15,Muyalakaṉ
Z#16,Veṟi
Z#17,Vikāram
Z#18,Curōṇitam
Z#19,Viraṇam
Z#20,Turk Kantam
Z#21,Nittiyam
